id,sent0,sent1,label
3366,He took his car to a baker to get fixed.,He took his car to a mechanic to get fixed.,0
9661,every time I hang out at the bar I will get drunk,every time I hang out at the cinema I will get drunk,1
4818,They are collecting wood to make a bonfire,They are collecting cans to make a bonfire,1
4001,The bird sings beautiful story,the bird sings beautiful songs,0
9769,clues can lead you to the answer,disguise can lead you to the answer,1
2894,having an iphone makes you cool,having an iphone makes you a loser,1
7056,Birds usually nest in the sea.,Birds usually build nests in trees.,0
8544,People usually relieve stress by listening to music.,People usually relieve stress by killing people.,1
7337,I like to watch the moon rise in the evening,I like to watch the moon rise in the morning,1
3081,I need to go to saturn,I need to go to the doctor,0
1182,today i went to home,today i went to fire,1
6926,Many people like to keep bottles.,Many people like to keep cats.,0
8498,Lemons are sour.,Bananas are sour.,1
2286,Using a BBQ I made BBQ food,Using a BBQ I made a smoothie,1
2765,Some Horses ride people for fun.,Some people ride Horses for fun.,0
7181,I like to use fire for heating.,I like to use ice for heating.,1
5109,Did you enter the contest?,Did you read the contest?,1
3314,The horse jumped over the fence.,The tree jumped over the fence.,1
7483,"The table is so dirty, so he wipes it","The table is so clean, so he wipes it",1
5986,ice releases heat when melting,ice absorbs heat when melting,0
6966,We read books to acquire knowledge.,We read books to get food.,1
6042,he wear shoes on hands,he wear shoes on feet,0
8791,I work 8 hours a day,I work 25 hours a day,1
9288,He cooked a meal in an iron pot.,He cooked a meal in a paper pot.,1
1675,The girl hit a home run,The girl hit home and it ran,1
4488,Cat has wings,Bird has wings,0
53,I run in the air,I run in the ground,0
1657,DJ surfs on a Tropical Ocean.,DJ surfs on a snowy mountain.,1
5345,I made a salad for lunch,I made a building for lunch,1
6770,Human beings can absorb solar energy,Plants can absorb solar energy,0
8702,Electric cars need electricity to drive,Electric cars need gasoline to drive,1
4098,Getting some physical activity is for being healthy.,Getting more drinks is for being healthy.,1
2986,He went for a swim in the ocean.,He went for a swim in the desert.,1
6020,honesty can be bought by money,authority can be bought by money,0
8568,The problem was so difficult that it took him a long time to work it out,The problem was so difficult that he worked it out easily,1
9980,Henry flew to the USA sitting in a car,Henry flew to the USA sitting in an airplane,0
9147,jane painted a chair and put it aside,jane painted a chair and sat on it,1
8951,she washes her computer with warm water,she washes her clothes with warm water,0
6608,He eats food.,He eats steel.,1
3291,The boy played with his ball.,The boy played with his chainsaw.,1
6134,"if you cast the dice and you get the number 6, then you can go six steps forward","if you cast the dice and you get the number 7, then you can go seven steps forward",1
2444,He took his son to the circus to celebrate his birthday.,He took his son to the supermarket to celebrate his birthday.,1
2351,he bought bones for his dog to eat,he bought chair for his dog to eat,1
1047,She the string with scissors,She cut the rock with scissors,1
4627,The Uranus can be seen from the Moon,The Earth can be seen from the Moon,0
2279,She drives a red vehicle.,She drives a red apple.,1
360,There are four mountains around the table,There are four stools around the table,0
8711,People are inherently unequal,People are born equal.,0
1038,Milk is white in color,Tar is white in color,1
8248,Students can eat in class.,Students cannot eat in class.,0
2764,He swallowed a house.,He swallowed a pill.,0
9699,ingredients need to be photographed before being eaten,ingredients need to be cooked before being eaten,0
5570,People live on Earth,People live on Mars,1
1754,She had a glass of wine with her dinner.,She ate the glass of wine for her dinner.,1
3487,She likes to ride fish.,She likes to ride horses.,0
6769,Stomach pain is a disease,Running is a disease,1
6277,Pen is having breakfast,Dad is having breakfast,0
3486,He took the car to the parking,He took the horse to the parking,1
5451,she put on dark glasses when the sun is dazzling,she put on myopia glasses when the sun is dazzling,1
6142,Harry Potter is a very popular cartoon,the novel Harry Potter is very popular,0
1804,when you hear a joke you will cry,when you hear a joke you will laugh,0
3294,My friend works at a gas station.,My friend eats a gas station.,1
2381,My sister eats wood with dinner.,My sister eats cheese with dinner.,0
3538,The feather made the floor shake when dropping it.,The toolbox made the floor shake when dropping it.,0
3019,My brother put lotion on his skin.,My lotion put my brother on its skin.,1
4520,A deaf man can listen to music.,A dump man can listen to music.,0
9469,I was so hungry that I ate the whole chicken,I was so hungry that I ate the whole elephant,1
5613,Teenagers wear tie-dyed t-shirts.,Tie-dyed teenagers wear t-shirts.,1
1437,I went out and immediately went out again.,I came home and immediately went out again.,0
4422,I drove a car on the road.,I drove a ship on the road.,1
9908,the ocean tide was dangerous so the swimmers returned to a closer place,the ocean tide was dangerous so the swimmers put on more sunscreen,1
8777,Different people have different appearances.,Different people have the same appearance.,1
5918,his handwriting is terrible so he needs more practice,his handwriting is terrible so he should play a lot,1
7893,The injured leg has improved his ability to run.,The injured leg has impaired his ability to run.,0
9261,boats sail on the sky,boats sail on the water,0
8087,Fish can also live in the forest,Fish can only live in water,0
2458,A card is for business,A marriage card is for business,1
7279,"when America is during wintertime, Australia is also during wintertime","when America is during wintertime, Australia is during summer time",0
3957,An activity someone can do is Eat when hungry,An activity someone can do is run when hungry.,1
5780,I'm searching a chinese word in an english dictionary,I'm searching a chinese word in a chinese dictionary,0
1529,Laces can secure a shoe.,Chains can secure a shoe.,1
4181,Bicycle has four wheels,Bicycle has two wheels,0
2350,Needle and sewing machine are used for hand stitching,Needle and thread are used for hand stitching,0
6844,Wastewater is rich in nutrients,Milk is rich in nutrition.,0
1605,The ocean levels rise after ice freezes from the poles.,The ocean levels rise after ice melts from the poles.,0
5279,he stirred his coffee with a book,he stirred his coffee with a spoon,0
2200,if water boils we will make noodles,if water gets cold we will make cold noodles,1
5197,your advice has helped me get along well with my classmates,your advice has helped me get along well with my pencils,1
7615,We learn to sing in music class.,We learn to sing in PE class.,1
31,A mobile phone shut down,A boy shuts down,1
3097,The laptop is on the oven,The laptop is on the desk,0
4742,"The speaker is damaged, thus I can't hear anything","The display is damaged, thus I can't hear anything",1
3389,The victim sentainced the defendant to life in prison.,The judge sentainced the defendant to life in prison.,0
8153,Glass can be transparent,Glass must be transparent,1
576,He went to the super market to buy parents,He went to the super market to buy groceries,0
8967,Bob looks delightful because he hurts his fingers,Bob looks painful because he hurts his fingers,0
5252,we saw a salmon jumping in the waterfall there,we saw a snake jumping in the waterfall there,1
1697,I enjoy eating staples.,I enjoy eating cake.,0
1122,the doctor checked the heart beat with stethoscope,the doctor checked the heart beat with thermometer,1
7741,He sent his 70-year-old mother to a kindergarten,He sent his 70-year-old mother to a nursing house,0
1825,He went to a restaurant to play tennis.,He went to a restaurant to eat food.,0
6312,An ant got into the sponge,Bears got into the sponge,1
4989,I feed my dog every day,My dog feed me every day,1
9778,people expect boredom when they go to the cinema,people expect enjoyment when they go to the cinema,0
8279,People must always read in the sun.,People can read in the sun.,0
3125,You need a gun to travel abroad.,You need a passport to travel abroad.,0
9024,I remember they built a snowman last winter,I remember they built a snowman last summer,1
4775,I paid more than a hundred euro because I smashed my cell phone's screen,I earned more than a hundred euro because I smashed my cell phone's screen,1
3059,I like to wear my sunglasses to hide my eyes from the others.,I like to wear my sleeping mask to hide my belly button from the others.,1
9245,You would buy something big because you want to carry it with you,You would buy something small because you want to carry it with you,0
1973,He rakes leaves in his backyard in the autumn.,He rakes leaves in his backyard in the spring.,1
380,the student uses a wand to take the test,The student uses a pencil to take a test,0
6866,Jame puts earphone on her mouth.,Jame puts earphone on her ears.,0
6171,the fish swam on the grass,the flowers bloom on the grass,0
3369,Computer work requires big muscles.,Jury duty requires judgement.,0
6758,He's stirring up vegetables.,He's flying.,1
4281,A gardener can feed lion in her garden.,A gardener can plant seeds in her garden.,0
2570,She used bananas to make the banana bread.,She used pickles to make the banana bread.,1
9637,I cut my hair shorter at the barber's,I cut my hair longer at the barber's,1
4453,Suicide is voluntary,Suicide is forced,1
1034,The girl's favorite snack was a banana.,The girl's favorite snack was a frisbee.,1
2168,I went for a run this morning in the microwave.,I went for a run this morning in the park.,0
5498,reducing the gap between rich and children is one of the main challenges,reducing the gap between rich and poor is one of the main challenges,0
3478,The dog jumped over the fence.,The ant jumped over the fence.,1
3873,People are mammals.,Goldfish are mammals.,1
4348,A dog can read books.,An student can read books.,0
4594,Dressing nice can disturb people.,Dressing nice can impress people.,0
4568,A front courtyard is in front of a building,A rear courtyard is in front of a building,1
1017,He put the pizza in the furnace.,He put the pizza in the oven.,0
7063,There is usually much wildlife in cities.,There are usually many people in cities.,0
2300,You are likely to find a Dinosaur in court,You are likely to find a lawyer in court,0
2306,Water is wet,Water is dusty,1
9243,You would hang out at the bar because you want to drink with friends,You would hang out at school because you want to drink with friends,1
4221,Something you need to do before you fall is watch your step,Something you need to do before you fall is watch your hand,1
6237,my friend didn't sleep for half a year,my friend didn't sleep last night,0
973,Alcohol might affect someone's memory of events.,Alcohol can improve one's memory of events.,1
1025,My television is transparent,My television is broken,0
5520,it is believed that part-time job will provide students with cars to develop interpersonal skills,it is believed that part-time job will provide students with opportunities to develop interpersonal skills,0
9089,he lent me some money,he lent me some bills,1
3967,She worried about getting bored at the dark cabin.,She worried about getting bored at the dark cabinet.,1
3434,He stood in front of the TV and cried,The TV stood in front of him and cried,1
9175,bosh realized he forgot something when he looked at his watch,bosh realized he forgot something when he looked at his list,0
1217,he take a shower,he take a hill,1
5931,I was encouraged by him so I broke up with him,I was encouraged by him so I had better friendship with him,0
5356,"I must go to the barber's this weekend, my coat is too long","I must go to the barber's this weekend, my hair is too long",0
9737,students attend concerts to further their education,students attend college to further their education,0
5787,I see the sunshine in the day,I see the sunshine at night,1
1128,Calculating numbers in different ways is called math.,Calculating numbers in different ways is called biology.,1
6323,Apple tree production apple,Christmas tree producing apple,1
3734,Winter is colder than summer,Winter is hotter than summer,1
2492,deer are herbivorous animals,lions are herbivorous animals,1
5364,"don't drink too much coffee at night, or you won't be able to sleep","don't drink too much water at night, or you won't be able to sleep",1
4819,Making fire is not that easy for modern people,Making fire is not that easy for ancient people,0
5117,Spring is a pretty cake.,Spring is a pretty season.,0
2423,Jogging is good for your health,Smoking is beneficial for your heart and lungs,1
7286,The peach is a kind of fruit,The peach is a kind of animal,1
3608,Hats are for your head,Hats are for your feet,1
3273,He put milk in the fridge,He put a dog in the fridge,1
4010,I eat an apple without peeling it.,I eat a banana without peeling it.,1
3260,Vegetables do not eat beef.,Vegetarians do not eat meat.,0
5189,the hotel has a laundry service,the hotel has an exam service,1
5618,"For breakfast, I like to eat a boiled egg on toast.","For breakfast, I like to eat a boiled shoe on toast.",1
157,The child rubbed mud on his face.,The child ate mud off of his face.,1
9576,I bought some beds to open a cafe,I bought some chairs to open a cafe,0
2715,The train likes Paul,Paul likes the train,0
6258,the mouth can talk,the nose can talk,1
1521,he carried the baby in his arms,he carried a car in his arms,1
3629,The closest hardware store was in the airport,The closest hardware store was in the next city,0
1294,He likes to eat cookies,He likes to eat stones,1
608,money is cultivated in fields,paddy is cultivated in fields,0
6620,tiger is eating vegetables,He's eating vegetables.,0
478,A mat is made of iron,An anchor is made of iron,0
7749,People can communicate with their friends through the internet.,Coffee helps people relieve fatigue because it contains sugar.,1
7168,I drink a glass of oil every morning.,I drink a glass of milk every morning.,0
9503,I swim well so I have an advantage in art,I draw well so I have an advantage in art,0
2777,She used gasoline to put out the fire,She used water to put out the fire,0
1355,He was fishing in the lake,He was fishing in the ladder,1
5897,he got excited when his friends betrayed him,he got angry when his friends betrayed him,0
1971,She used an elephant to get into her car,She used a key to get into her car.,0
307,Bella loves to dance in a ballroom in her pink car.,Bella loves to dance in a ballroom in her pink dress,0
822,The airplane entered the hangar,The hangar entered the airplane,1
4814,Enjoying sunshine in the supermarket is a wonderful experience for people,Enjoying sunshine on the beach is a wonderful experience for people,0
5025,Refugees brought lots of safety concerns,Refugees brought so many wealth,1
6925,Computers catch mice,Cats catch mice.,0
9029,she is a vegetarian and refuses to eat food,she is a vegetarian and refuses to eat meat,0
3916,Lakes provide food for many animals,Stone provide food for many animals,1
9506,I am looking for a new wife after being fired,I am looking for a new job after being fired,0
7163,The airplane flies very fast.,The train flies very fast.,1
8072,We must cover cotton quilt in summer,We don't have to cover cotton quilt in summer,0
5943,"Caesar led his army to cross the river, and he ordered them to burn the bridges and ships to prevent them from escaping","Caesar led his army to cross the river, and he ordered them to burn the river to prevent them from escaping",1
4341,It is very cold all the year round in the equator,It is very hot all the year round in the equator,0
6763,Bacteria contain skin,Human beings contain skin,0
9562,reading can improve our thinking ability,running can improve our thinking ability,1
4684,Jack's mom praised him because he broke the plate,Jack's mom condemned him because he broke the plate,0
1235,My electric car is yellow,My electric car is silly,1
5107,Winter is a cold season.,Summer is a cold season.,1
1271,my brother eat ice creams,my brother eat fridge,1
4491,He exercised by playing the piano.,He exercised by playing basketball.,0
8634,Transportation facilities belong to private property,Transportation facilities belong to public property,0
9408,we can find salt in ocean water,we can find sugar in ocean water,1
8295,Soldiers often need easy training.,Soldiers often need to undergo arduous training.,0
8580,He is 20 years old now and he is an adult,He is 12 years old and he is an adult now,1
8395,I have two legs.,I have five legs.,1
5050,The DJ made the whole party extremely high,The DJ made the airport extremely high,1
8210,He pushed hard on the brake pedal to avoid a collision,He pushed hard on the acceleration pedal to avoid a collision,1
8541,He called me and his phone rang.,He called me and my phone rang.,0
203,A football is likely to be kicked by a footballer.,A footballer would never kick a football.,1
6124,doing sports more makes one lose weight,doing sports more makes one gain weight,1
7539,"His lens cover is broken, so he can not use it to take a photo","His lens is broken, so he can not use it to take a photo",0
9930,he wants to lose weight because he is too thin,he wants to lose weight because he is too fat,0
5369,he dropped a coin in the machine and pulled the plane,he dropped a coin in the machine and pulled the lever,0
538,He went to theater to watch movie,He went to helmet to watch movie,1
3826,A vent can be found on a roof,A dog can be found on a roof,1
9510,policeman tried to arrest criminals to send them to prison,policeman tried to arrest criminals to send them home,1
7264,We can drink too much cold food.,We cannot drink too much cold food,0
3024,He makes music with a tennis racket,He makes music with a drum and sticks,0
9561,we planted trees for a better world,we planted mines for a better world,1
5708,My sister runs around the sun every day.,My sister runs around the lake every day.,0
2295,give me more sheeps,give me more humans,1
3539,He wore the headphones over his hands to listen to the music.,He wore the headphones over his ears to listen to the music.,0
734,They eat at the cafe.,They put monster at the cafe.,1
7001,Tom put his clothes up in the kitchen.,Tom put his clothes on the balcony.,0
5763,the soldier wears a down jacket to protect himself from a bullet,the soldier wears a body armor to protect himself from a bullet,0
5054,Split the smoke directly to one's face is offensive,Split the smoke directly to one's face is good for health,1
401,He gave her a necklace for her birthday.,He gave her a rock for her birthday.,1
1660,He did a portrait painting on water,he did a portrait painting on paper,0
1097,He put cat to his hair,He put a shampoo to his hair,0
6408,Fireflies can shine,Snakes can shine,1
8384,She likes to travel by plane.,She likes to travel by mobile phone.,1
872,Rabbits often live in flats,People often live in flats,0
9670,waterfalls are a feat of modern engineering,airports are a feat of modern engineering,0
7947,I went to the movie theater and met Batman in person,I went to the movie theater and saw Batman on the screen,0
5739,my sister is wearing a beautiful skirt,my brother is wearing a beautiful skirt,1
3392,I dug a hole to China this afternoon.,I went for a walk this afternoon.,0
6969,The car is powered by wind.,The car is powered by fuel.,0
9675,I don't know what's my real vocation,I don't know what's my real gender,1
8352,You should take a rest when you feel tired.,You should run when you feel tired.,1
1901,The thunderstorm is loud.,The thunderstorm is sexy.,1
9289,people usually dream when they are awake,people usually dream when they fall asleep,0
2589,he played in the beach with the waves,he played in the theater with the waves,1
339,Cars have got ten wheels,Cars have got four wheels,0
4102,The cat play with the mice,The cat catch mice,0
4113,You can use a tape dispenser to hold a roll of tape,You can use a tape dispenser to hold a roll of rope,1
8472,The air people breathe in is carbon dioxide.,The air people breathe in is oxygen.,0
3792,You may see a snake during the day,You may see a owls during the day,1
3248,The man cooked chicken for dinner.,The man cooked a chair for dinner.,1
1165,The polar bear flew south for the winter,The bird flew south for the winter,0
8425,Women can give birth to children.,Men can give birth to children.,1
2978,The couch in my grandmother's apartment weighed 240 pounds,The couch in my grandmother's apartment was 240 centuries old.,1
6631,He looks at the scenery with chopsticks,He watched the scenery with a telescope,0
2299,She put her phone on the cloud.,She put her phone on the chair.,0
9619,"if we pick up other's wallet, we should share it with our friends","if we pick up other's wallet, we should return it to the owner",0
126,Alice lit a candle at night,Alice lit a rock at night,1
62,You sometimes puke after getting drunk,You never puke after getting drunk,1
8786,he was sent to a restaurant for treatment after a car crash,he was sent to a hospital for treatment after a car crash,0
7849,Salt smells salty.,Salt tastes salty.,0
7998,refrigerators can heat drinks,refrigerators can freeze drinks,0
1072,He wore rain coat since it was raining,He wore the bottle since it was raining,1
1988,Some football players also play tennis.,Some scientists work as snipers.,1
6920,He saw many cultural relics in museum.,He saw many cultural relics in pblic toilets.,1
3585,she took a lion in the tub,She took a bath in the tub,0
9903,the egg splattered after I boiled it,the egg splattered after I dropped it,0
9751,you need to be careful of sharks when you swim in the swimming pool,you need to be careful of sharks when you swim in the ocean,0
6679,Stone are quarrelling,They are quarrelling.,0
7662,Jack caught a whale in the forest.,Jack caught a rabbit in the forest.,0
1032,doctor treat the illness of patient,police  treat the illness of patient,1
5188,you can buy your stamps at the police office,you can buy your stamps at the post office,0
6616,Bob cut vegetables with a knife,Bob cut the steel plate with a knife.,1
9220,the lipstick on his cheek implied he blushed in front of a woman,the lipstick on his cheek implied he was kissed by a woman,0
8009,Pandas don't like to eat bamboo leaves,Pandas like to eat bamboo leaves,0
1486,He put a horse in his car,He put gas in his car,0
8552,Locusts are pests.,Locusts are beneficial insects.,1
7075,We can go out on sunny days.,We can go out in tornado weather.,1
5177,the food tasted great because i was so hungry,the drink tasted great because i was so hungry,1
918,the car walks on the sidewalk and the pedestrian in the middle of the road,the pedestrian walks on the sidewalk and the car on the road,0
7801,He put some salt in the soup to give it a better flavor.,He put some silt in the soup to give it a better flavour.,1
8594,"He broke up, so he was very sad","He broke up, so he was very happy",1
2608,after going to toilet we need to clap our hand,after going to toilet we need to wash our hand,0
5682,"If you want to see zebras in the wild, you should go to Africa.","If you want to see penguins in the wild, you should go to Africa.",1
7658,"When we are full, we will stop eating.","When we are full, we will continue to eat.",1
9781,you need a dog if you want to share your story,you need an audience if you want to share your story,0
2418,The patient and the doctor talked,The dog and the doctor talked,1
8811,I love eating seafood and I love eating chicken,I love eating seafood so I love eating chicken,1
4571,Lightning struck the sun,Lightning struck the tree,0
4555,Iron Man is a female hero in the Marvel universe,Iron Man is a male hero in the Marvel universe,1
9057,he walked barefoot over broken glass,he walked barefoot over smooth glass,0
1773,You are likely to find sugar in ocean water.,You are likely to find salt in ocean water.,0
6541,Teachers cleaned the roadside.,Sanitation workers clean the roadside.,0
8734,Trees are indispensable to environment.,Trees aren't indispensable to environment.,1
2964,he box the elephant inside the fridge,he put the  turkey inside fridge,0
6459,Facial mask moisturizes the face.,Eye mask moisturizes the face.,1
2323,Smoking may cause cancer,Only smoking may cause cancer,1
1081,Three people ate dinner and one of them was a vegetarian.,One person ate dinner and three of them were vegetarians.,1
464,People who catch criminals for living are called fishermen,People who catch fish for living are called fishermen,0
2510,The belly liked the scales of the dragon.,The dragon had no scales on its belly.,0
5870,his mother got angry after he failed in the chemistry exam,his mother got satisfied after he failed in the chemistry exam,1
3647,People often watch TV while they are eating dinner.,People often sleep while they are eating dinner.,1
3475,I used my toothbrush to catch my first fish,I used my new fishing rod to catch my first fish,0
1259,He drank a full glass of lemonade,He drank a full glass of bleach,1
3743,Free tickets would make you want to attend a rock concert.,Free tickets would make you want to attend a rock concord.,1
6089,Mary draw pictures by pencil,Mary draw pictures by window,1
2038,He used a stapler to write his answers on the test,He used a pencil to write his answers on the test,0
5962,he was beaten by his mother because he did study well,he was beaten by his mother because he didn't study well,0
9522,everyone is amazed at her appearance when they first time smell her,everyone is amazed at her appearance when they first time see her,0
2620,The local recycling center is a good place to buy fresh fruit and vegetables.,The local farmer's market is a good place to buy fresh fruit and vegetables.,0
5488,the children starts to showing off as soon as anyone comes into the house,the children starts to showing off as soon as anyone comes into the elephant,1
3864,You are likely to find a gun around in a schooldesk,You are likely to find a pencil around in a schooldesk,0
6123,houses are used for human to live,houses are used for human to eat,1
2753,he saved money in the bank,he saved money in the salon,1
7114,People usually mop the floor with mops.,People usually mop the floor with new clothes.,1
1520,He gave a biscuit to the cat,He gave a nail to the cat,1
1125,A monkey can climb a building,A whale can climb a building,1
2361,She rode her bike to school.,She rode her bike to the moon.,1
6335,People are drinking sand to quench their thirst,People are drinking water to quench their thirst,0
1566,You are likely to find a ferret in a burrow.,You are likely to find a ferret in a candy house,1
7694,He was tripped over an ant,He was tripped over a branch,0
9122,they hung out at the coffee shop,they hung out at the meeting room,1
8499,People go to the park to buy vegetables.,People go to the vegetable market to buy vegetables.,0
2040,Cows eat grass.,Shark eat grass.,1
9602,"this is a bumper harvest year, we picked tons of apples from apple trees","this is a bumper harvest year, we picked tons of leaves from apple trees",1
9372,I poured milk on top of the cereal as my breakfast,I poured kerosene on top of the cereal as my breakfast,1
334,She went to the hospital to have a surgery.,She went to the clothing store to have a surgery.,1
8397,Maple leaves are green in the autumn.,Maple leaves are red in the autumn.,0
2186,Horses are good for milking.,Cows are good for milking.,0
272,She put a pizza in the oven.,She put a gorilla in the oven.,1
6934,Cats like to eat bones,Cats like to eat fish,0
3243,The grocery store sells oranges and milk.,The grocery store sells dogs and astronauts.,1
1433,he bought a bike chain for his wife's neck,he bought a necklace for his wife's neck,0
1714,Butter is used in cooking.,Butter is deadly in cooking.,1
2557,the water becomes cool in summer,the water becomes hot in summer,0
6957,Fruit is good for our body,Fruit is bad for our body,1
6412,Leaves grow on the tigers,Leaves grow on the branches,0
8445,People's thoughts should be updated from time to time.,People's thoughts shouldn't be updated from time to time,1
382,A kite is flying in the air.,A kite is crying in the air.,1
16,The caterpillar eats the rose bud,Roses buds  eat caterpillars,1
8927,i water my mp3 player two times a week,i charge my mp3 player two times a week,0
8115,Nails are always growing,Nails never grow,1
5652,My uncle hit the golf ball into the hole with his lucky baseball bat..,My uncle hit the golf ball into the hole with his lucky golf club.,0
3140,I take the lawn mower to work every morning,I take the bus to work every morning,0
986,I raise the hills at home,I raise the dog at home,0
78,The man put some muffins in the microwave,The man put some buildings in the microwave,1
4838,The train is running fast on its railway,The sports car is running fast on its railway,1
5192,my salary is paid directly into my bank,my salary is paid directly into my house,1
6190,nine-year-old children love driving cars,nine-year-old children love bumper cars,0
1670,I went to the park to do my Christmas shopping.,I went to the mall to do my Christmas shopping.,0
2179,He threw the ball,He threw the sun,1
9303,Divergent attention improves learning efficiency,Concentration improves learning efficiency,0
6014,delayed delivery of takeout made her really upset,delayed delivery of takeout made her really excited,1
1869,badminton is a fun game,badminton is a funny soap opera,1
2233,light is coming through closed glass window.,wind is coming through closed glass window.,1
5649,"Yesterday cannot be changed, because it already happened.","Tomorrow cannot be changed, because it already happened.",1
4792,"Her father was murdered, thus she is seeking for revenge","Her father was murdered, thus she is seeking for a job",1
6104,lemons taste sour,lemons taste salty,1
135,The table melts at room temperature.,The ice melted at room temperature.,0
8117,Alcohol can not disinfect,Alcohol can disinfect,0
9334,you can set cheese to catch the mouse,you can set a mouse trap to catch the mouse,0
5783,I opened my house's door by my house's key,I opened my house's door by my car's key,1
8915,Trump was Emperor of the USA in 2018,Trump was President of the USA in 2018,0
2095,Bobby ate a sandwich for lunch.,Bobby ate a carpet for lunch.,1
3391,The Earth is bigger than the Sun.,The Moon is smaller than the Earth.,0
3501,The giraffes ate the leaves growing from the tree,The giraffes ate the pizza growing from the tree,1
2471,She fed her cats the tuna for their dinner.,She fed her cats a basketball for their dinner.,1
104,He drove his car to London,He drove his car to the moon,1
3758,Hockey is a game people play on ice.,basketball is a game people play on ice.,1
7850,"He reached the rank, so he got the certificate.","He didn't reach the rank, so he got the certificate.",1
5627,"My mother's hair is gray, unless she dyes it brown.","My mother's eyes are gray, unless she dies them brown.",1
2617,the baby put chocolate in his mouth,the baby put elephant in his mouth,1
1074,He zipped up his hamster.,He zipped up his jacket.,0
6931,The train is running on the rails,Car running on the rails,1
6681,Stone is swimming,Tom is swimming.,0
6599,The typist typed with a keyboard.,The typist typed with a mouse.,1
5360,I should hang up my clothes in the oven,I should hang up my clothes in the closet,0
9107,franklin is singing in the choir,franklin is dancing in the choir,1
1173,he charged his phone with a hdmi cable,he charged his phone with a phone cable,0
3385,I use a brush to clean my dog's fur.,I use a knife to clean my dog's fur.,1
487,He asked his dog to help in his office work,He asked his wife to help in his office work,0
6008,"he had no money, so he couldn't buy the ice cream he wanted to eat","he had no money, so he bought the ice cream he wanted to eat",1
2562,I took the dog for a walk.,I took the chair for a walk.,1
6414,Monkey climbs the tree,Monkey climbs the cloud,1
3540,The dog went into the dog house.,The cow went into the dog house.,1
6446,Linda does her homework by hand.,Linda does her homework by nose.,1
9402,I left my car in my wallet,I left my wallet in my car,0
5866,people like who are kind and understanding,people like who are rude trouble-makers,1
5431,they had a barbecue on their toilet on Sunday,they had a barbecue on their patio on Sunday,0
8056,You can not use the water from the dishes to water the flowers,You can use the water from the dishes to water the flowers,0
7192,Apple is nutritious food.,Apple is a junk food,1
6204,Jack's father is 60 years old now,Jack's father was 60 years old when he was born,1
6652,Mobile phones are moving tables,The students are moving tables,0
6409,Dad lights water,Dad lights the paper,0
6209,pears have more water than jujubes,jujubes have more water than pears,1
8696,He likes to travel on horseback.,He likes to travel by cat.,1
763,I put the books in the washing machine.,I put the clothes in the washing machine.,0
2457,They listened through the banana,They listened through the headphones,0
9242,You would cool off because you want to feel more exciting,You would cool off because you want to feel more comfortable,0
1511,He put a whole chicken in the microwave.,He put a whole ostrich in the microwave.,1
680,during war soldiers started texting to enemy,during war soldiers started firing bullets to enemy,0
2803,A spider can play the xbox 360 with 4 controllers because it has 8 legs,Four of us can play the xbox 360 together because it can connect 4 controllers,0
3085,Cows have black and whites spots,Cows have wings,1
5562,The baker baked his bread in the oven,The baker baked his bread in the fridge,1
528,she put a giraffe in the fridge.,he put an apple in the fridge,0
6060,my brother likes eating shoes as breakfast,my brother likes eating bread as breakfast,0
8841,smoking is good for health,smoking is bad for health,0
3640,A plane flies much higher than a kite.,The kite flies much higher than the plane.,1
2535,The fire was made of ice cream.,The fire was made of flames.,0
8504,Books can quench thirst.,Water can quench thirst.,0
2603,My furniture has a comfortable house.,My house has comfortable furniture.,0
8639,Dictionary can explain the meaning of a word.,Dictionaries can explain some laws of nature.,1
563,We turn the AC on to cool ourselves down.,We turn the AC on because we like to push buttons.,1
8004,a little baby can't feed itself,a little baby can feed itself,1
5169,he's watching air on the grass,he's watching insects on the grass,0
3579,Roses are pretty chickens,Roses are pretty flowers,0
2399,Water is used to rub out something written by carbon pencil,Eraser is used to rub out something written by carbon pencil,0
9945,he is so hungry that he eats up the whole iceberg,he is so hungry that he eats up the whole hamburger,0
4875,The fans screamed for the last goal,The judge screamed for the last goal,1
3050,She put her book between the wildflowers.,She pressed wildflowers between chapters of her book.,0
6664,Hong Kong is Chinese,United States is Chinese,1
4224,I can use a grill to cook,I can use a washer to cook,1
8943,we had lunch together on March 31st,we had lunch together on March 33rd,1
5836,many people's skin is black,many people's skin is blue,1
7932,Planes can't fly into space,Planes can fly into space,1
1906,she felt sick so she went to the lawyer,she felt sick so she went to the doctor,0
7251,He takes a bath in the restaurant every day,He eats in a restaurant every day,0
7049,Jupiter brings us light and heat.,The sun brings us light and heat.,0
2173,You often find aardvarks in shoes. .,You often find feet in shoes,0
7936,Penguins can swim from the Antarctic to the Arctic,Penguins can't swim from the Antarctic to the Arctic,0
1827,The average weight of a newborn baby is 20 inches.,The average length of a newborn human baby is 20 inches.,0
4372,The woman gave birth.,The man gave birth.,1
6822,Jony's barbecuing with water.,Jony's barbecuing meat over fire.,0
3675,Banana is the day before friday.,saturday is the day after friday.,0
7747,He turned on the air conditioning to suck off the fumes,He turned on the range hood to suck off the fumes,0
2347,I plan on taking a vacation to a distant galaxy.,I plan on taking a vacation to New York.,0
2655,Gold is expensive,Gold is lightweight,1
5960,ten peaches were eaten three and eight remained,ten peaches were eaten three and seven remained,0
6447,Water is for drinking.,Mud is for drinking.,1
