falsesent,id,ref
the final step for a farmer after making things grow is going to school,5729,"Going to school is not the final step for a farmer, it is generally the first."
the final step for a farmer after making things grow is going to school,5729,Farmer cuts or harvest the crops after complete growth of the fruits and vegetables.
the school serves liquor,5730,"the school is a place for teaching, not for liquor"
the school serves liquor,5730,Students are under the legal drinking age
the school serves liquor,5730,Liquor is prohibited in most schools.
a cat usually can fit into a pop-top can,5731,a pop-top can is too small for a cat to fit into
a cat usually can fit into a pop-top can,5731,Cats are bigger than a can
a cat usually can fit into a pop-top can,5731,A pop-top can is much smaller than a cat
a swamp is likely to contain a large village,5732,a swamp is usually not suitable for human habitation
a swamp is likely to contain a large village,5732,"swamps are full of water, which is bad for buildings"
a swamp is likely to contain a large village,5732,a swamp can't support buildings
a traveler keep his clothes in a bowl,5733,"a bowl is usually for food, not for the clothes"
a traveler keep his clothes in a bowl,5733,a bowl cannot hold a travelers clothes
a traveler keep his clothes in a bowl,5733,Clothes aren't normally kept in a bowl.
Jack is swimming in the playground,5734,no one can swim in the playground
Jack is swimming in the playground,5734,Playground is not a place where we cannot swim.
Jack is swimming in the playground,5734,There is no pool to swim in at a playground.
Mary watched sunrise at yesterday dusk,5735,the sun falls at dusk
Mary watched sunrise at yesterday dusk,5735,The sunset is at dusk and sunrise is at dawn.
Mary watched sunrise at yesterday dusk,5735,Dusk happens at evening when the sun sets.
he hurried to the supermarket to catch the plane,5736,the planes don't take off in the supermarket
he hurried to the supermarket to catch the plane,5736,Planes don't fly out of supermarkets.
he hurried to the supermarket to catch the plane,5736,planes leave from airports
he plays fifa on his shirt,5737,no one can plays fifa on clothes
he plays fifa on his shirt,5737,a shirt cannot be played on
he plays fifa on his shirt,5737,You can't play games on your shirt.
she met a penguin in the Arctic,5738,penguins don't live in the Arctic
she met a penguin in the Arctic,5738,There are no penguins on the Artic
she met a penguin in the Arctic,5738,Penguins live in the antarctic.
my brother is wearing a beautiful skirt,5739,boys always don't wear skirts
my brother is wearing a beautiful skirt,5739,"Boys do not wear skirts, those are for girls"
my brother is wearing a beautiful skirt,5739,Men don't wear skirts.
it is always raining in a desert,5740,it seldom rains in a desert
it is always raining in a desert,5740,Deserts get very little rain.
it is always raining in a desert,5740,Deserts are very dry places where it hardly ever rains.
he uses his hat to read a book,5741,it's useless to read books with hats
he uses his hat to read a book,5741,A hat is something that goes on your head.
he uses his hat to read a book,5741,His hat would block his vision.
Peter caught a mouse in the sea,5742,there are no mice in the sea
Peter caught a mouse in the sea,5742,Mice do not live in the sea.
Peter caught a mouse in the sea,5742,There aren't any mice in the sea
pear trees drop their fruit to the sky,5743,gravity makes objects fall from the top down
pear trees drop their fruit to the sky,5743,Gravity would pull the fruits down.
pear trees drop their fruit to the sky,5743,Gravity is involved when pears fall from the tree
I learned to play the piano at football class,5744,the teacher at football class doesn't teach people to play the piano
I learned to play the piano at football class,5744,"Football is an athletic endeavor, not a musical one."
I learned to play the piano at football class,5744,"in the football class, we cannot play the piano"
"while the parents are shopping, their child likes to go to hospital",5745,most children don't like to go to hospital
"while the parents are shopping, their child likes to go to hospital",5745,Hospital is not a place where the children does not likes to go.
"while the parents are shopping, their child likes to go to hospital",5745,Children do not go to the hospital for fun.
he usually plays basketball with his feet,5746,no one plays basketball by feet
he usually plays basketball with his feet,5746,Feet is not a thing to play basketball.
he usually plays basketball with his feet,5746,using you feet to handle a baskeball is against the rules.
tigers like eating grass,5747,the tigers never eat grass
tigers like eating grass,5747,Tigers are carnivorous.
tigers like eating grass,5747,Tigers eat meat and not grass.
a bird swims in the water,5748,the birds can't swim
a bird swims in the water,5748,Most birds don't swim.
a bird swims in the water,5748,Birds generally do not swim.
she was born on September 31th,5749,September only has 30 days
she was born on September 31th,5749,September month has only 30 days.
she was born on September 31th,5749,September has 30 days
dogs catch and eat rats,5750,dogs rarely catch and eat rats
dogs catch and eat rats,5750,Dogs do not eat rats.
dogs catch and eat rats,5750,Dogs are more interested in chasing cats than rats.
I sleep 25 hours a day,5751,a day only has 24 hours
I sleep 25 hours a day,5751,A day does not have 25 hours.
I sleep 25 hours a day,5751,There are 24 hours in a day
he was happy when he lost his lover,5752,losing lovers rarely makes people happy
he was happy when he lost his lover,5752,Losing a lover would make someone sad.
he was happy when he lost his lover,5752,losing his lover is sad
he gets a bad dream when he is awake,5753,people don't dream when they are awake
he gets a bad dream when he is awake,5753,You don't dream when you're awake.
he gets a bad dream when he is awake,5753,"Dreams usually happen when people are asleep, not awake."
Tom gets passed when he tries to cross a concrete wall,5754,human can't cross a concrete wall
Tom gets passed when he tries to cross a concrete wall,5754,BECAUSE HE MUST USE TOILET.
Tom gets passed when he tries to cross a concrete wall,5754,Concrete wall strong and hard
playing is necessary for people,5755,people won't die if they don't play
playing is necessary for people,5755,People do not need to play.
playing is necessary for people,5755,Playing is only an entertainment for people.
Peter makes a law after getting up every day,5756,a law should be made via many people's deep consideration and debate
Peter makes a law after getting up every day,5756,laws take a long time to make
Peter makes a law after getting up every day,5756,"you don't make a law that easily, just in brazil"
my mom always asked me to take a vote after the meal in my sick and painful years,5757,no one takes a vote every time once he has a meal
my mom always asked me to take a vote after the meal in my sick and painful years,5757,You wouldn't be voting when sick unless its election day.
my mom always asked me to take a vote after the meal in my sick and painful years,5757,A vote cannot be consumed and it cannot cure any illness.
dad getting up in the early morning of refreshing weather makes me very worried,5758,waking up early in good weather is nothing to worry about
dad getting up in the early morning of refreshing weather makes me very worried,5758,refreshing is not a bad thing to worry
dad getting up in the early morning of refreshing weather makes me very worried,5758,Refreshing weather is usually not dangerous and there causes no worry.
the formerly lonely man feel sad after chatting with friends for hours,5759,chatting with friends usually makes the lonely person happy
the formerly lonely man feel sad after chatting with friends for hours,5759,Chatting with friends usually improves the mood
the formerly lonely man feel sad after chatting with friends for hours,5759,Chatting with friends for hours will not make man feel lonely.
Tom went to the office to see live entertainment,5760,"an office is a place of work, not of entertainment"
Tom went to the office to see live entertainment,5760,The office is for working not for recreation.
Tom went to the office to see live entertainment,5760,"An office is for working, not entertainment."
"the man was showing off a wristwatch, he was trying to donate it for drug money",5761,the person who donate something always didn't get money
"the man was showing off a wristwatch, he was trying to donate it for drug money",5761,People don't donate things for drugs
"the man was showing off a wristwatch, he was trying to donate it for drug money",5761,If the man donated his wristwatch he would not have money for drugs.
Mary is constantly making up to make her ugly,5762,making up constantly doesn't usually make people ugly
Mary is constantly making up to make her ugly,5762,"People wear makeup to look better, not worse."
Mary is constantly making up to make her ugly,5762,"Making up is used to make someone more beautiful, which is the opposite of ugly."
the soldier wears a down jacket to protect himself from a bullet,5763,a down jacket is unable to stop a bullet
the soldier wears a down jacket to protect himself from a bullet,5763,Down jackets are designed to keep the wearer warm.
the soldier wears a down jacket to protect himself from a bullet,5763,"A jacket does not protect from bullets, it is made of cloth, not metal."
Sleeping helps one to go forward,5764,no one can go forward by sleeping
Sleeping helps one to go forward,5764,sleeping doesn't help one develop intellectually
Sleeping helps one to go forward,5764,"When a person is sleeping they aren't conscious and, therefore, they are not learning anything."
Debbie buys a ficus and put it in the internet bar,5765,the internet bar is not a place to grow plants
Debbie buys a ficus and put it in the internet bar,5765,plants do not belong in internet bar
Debbie buys a ficus and put it in the internet bar,5765,A ficus wouldn't grow well in an internet bar
my cat really likes being bathed,5766,cats are usually afraid of water
my cat really likes being bathed,5766,Cats do not like baths.
my cat really likes being bathed,5766,Cats do not like water.
the teacher opened up the water bottle and took out the paper clips to arrange and sort papers at her desk,5767,paper clips are not usually kept in a water bottle
the teacher opened up the water bottle and took out the paper clips to arrange and sort papers at her desk,5767,"Water bottles are typically filled with water, not paperclips."
the teacher opened up the water bottle and took out the paper clips to arrange and sort papers at her desk,5767,Paper clips are not stored in water bottles.
being nervous is the opposite of being dead,5768,there is no opposition between nervousness and death
being nervous is the opposite of being dead,5768,"Being nervous is the opposite of being calm, not dead."
being nervous is the opposite of being dead,5768,Opposites have to be diametrically opposed.
a pig is flying in the sky,5769,a pig can not fly in the sky
a pig is flying in the sky,5769,Pigs only move on land.
a pig is flying in the sky,5769,Pigs don't have wings and can't fly.
pandas like eating bomb,5770,bombs is dangerous and pandas don't eat them
pandas like eating bomb,5770,Pandas eat bamboo and cannot eat a bomb.
pandas like eating bomb,5770,Bombs are not food
Jason plays computer games with his lovely dog,5771,dogs can hardly play computer games in most cases
Jason plays computer games with his lovely dog,5771,A dog is not intelligent enough to play computer games.
Jason plays computer games with his lovely dog,5771,Dogs can't play computer games.
"because he could not finish the assignment, his girlfriend was called to the school by the teacher",5772,his girlfriend is not responsible for his academic assignment
"because he could not finish the assignment, his girlfriend was called to the school by the teacher",5772,A teacher wouldn't call someone's girlfriend to complain about not finishing homework.
"because he could not finish the assignment, his girlfriend was called to the school by the teacher",5772,It's not his girlfriend's problem.
"Alex is admitted by MIT, which makes his mother very depressed",5773,parents are always happy to see their children to be admitted by outstanding university
"Alex is admitted by MIT, which makes his mother very depressed",5773,It's an honor to be accepted by the prestigious school MIT.
"Alex is admitted by MIT, which makes his mother very depressed",5773,MIT is the highest rated technical university in the U.S. and therefor Alex's mother cannot be depressed by his acceptance to MIT.
I worked 31 days in February this year,5774,February has no more than 29 days
I worked 31 days in February this year,5774,There not 31 days in February.
I worked 31 days in February this year,5774,February only has 27 or 30 days.
I saw a tree walking yesterday,5775,trees can't move itself
I saw a tree walking yesterday,5775,Tree does not walk.
I saw a tree walking yesterday,5775,Plants can not walk
the moon is square tonight,5776,the moon can't be square
the moon is square tonight,5776,The moon is round and not square.
the moon is square tonight,5776,The moon is not square.
Lilly barbecues fish in the water,5777,fire can't exist in the water
Lilly barbecues fish in the water,5777,The barbecue won't work in the water.
Lilly barbecues fish in the water,5777,you cant make a fire on the water
I eat my cooked lunch from a dustbin,5778,no one eat lunch from a dustbin
I eat my cooked lunch from a dustbin,5778,A dustbin is usually for trash rather than food.
I eat my cooked lunch from a dustbin,5778,"Dinner would be eaten from a plate, not a dustbin."
I usually read books in the night with light off,5779,no one can read books in the darkness
I usually read books in the night with light off,5779,It's hard to read in the dark.
I usually read books in the night with light off,5779,if the lights are off you wouldn't be able to see the words
I'm searching a chinese word in an english dictionary,5780,an english dictionary doesn't has any chinese word
I'm searching a chinese word in an english dictionary,5780,English dictionaries only list definitions for English words.
I'm searching a chinese word in an english dictionary,5780,English dictionaries contain words in english and latin
I wear my right shoe on my left feet,5781,my right shoe doesn't fit my left feet
I wear my right shoe on my left feet,5781,The right shoe is not made to fit the left foot.
I wear my right shoe on my left feet,5781,right shoe does not fit on left foot
I listen to music with my eyes,5782,my eyes can't hear any voice
I listen to music with my eyes,5782,"Our eyes see, ears hear."
I listen to music with my eyes,5782,"The function of eyes is to see, not to hear."
I opened my house's door by my car's key,5783,my car's key doesn't fit too my house's door
I opened my house's door by my car's key,5783,car keys cannot open a house door
I opened my house's door by my car's key,5783,house and car keys have different shapes and will not work in the same lock.
I drink salt water when I'm thirsty,5784,salt water will make me more thirsty
I drink salt water when I'm thirsty,5784,salt would dehydrate you
I drink salt water when I'm thirsty,5784,Salt makes our body thirsty
I wear a coat when I'm hot,5785,wearing a coat makes me feel hotter
I wear a coat when I'm hot,5785,You usually wear a coat when it's cold and wear shorts and a t-shirt when it's hot.
I wear a coat when I'm hot,5785,You feel very hot when you wear a coat.
trees usually fall leaves in spring,5786,trees usually get new leaves in spring
trees usually fall leaves in spring,5786,Autumn is the season when leaves fall off trees and not spring.
trees usually fall leaves in spring,5786,leaves grow in the spring
I see the sunshine at night,5787,sunshine can't be seen at night
I see the sunshine at night,5787,At night sun is in other side
I see the sunshine at night,5787,The sun is not up at nighttime.
a boy wears high-heeled shoes,5788,boys don't wear high-heeled shoes
a boy wears high-heeled shoes,5788,high-heeled shoes are for women
a boy wears high-heeled shoes,5788,Boys typically do not wear high-heeled shoes.
human has a tail,5789,human doesn't have a tail
human has a tail,5789,humans are primates
human has a tail,5789,Humans do not have tails.
I'm happy when I'm insulted,5790,getting insulted doesn't make anyone happy
I'm happy when I'm insulted,5790,An insult should make you mad.
I'm happy when I'm insulted,5790,Insult makes one angry.
a fish is walking on the ground,5791,no fish can walk on the ground
a fish is walking on the ground,5791,Fish don't have legs and can't breathe on land.
a fish is walking on the ground,5791,A fish cannot walk.
I jump with my arms,5792,no one uses arms to jump
I jump with my arms,5792,people don't use their arms for jumping
I jump with my arms,5792,Arms are not touching ground
I feel my tears when I'm laughing,5793,people rarely has tears when laughing
I feel my tears when I'm laughing,5793,crying is not typically a response when laughing
I feel my tears when I'm laughing,5793,Tears do not come out of eyes while laughing
I felt happy when my father passed away,5794,parents passing away doesn't make one happy
I felt happy when my father passed away,5794,If I like my Father I would not be happy when he passed awat.
I felt happy when my father passed away,5794,It is commonly considerd a sad occasion when a family member passes away
a car is slower than a bike,5795,a bike is always slower than a car
a car is slower than a bike,5795,"A car is motorized while a bike is not, therefore it is faster and not slower than a bike."
a car is slower than a bike,5795,Cars have engines which enable them to go faster.
there are a lot of teachers in the hospital,5796,"teachers work in the school, not hospital"
there are a lot of teachers in the hospital,5796,"Teachers work in schools, not hospitals."
there are a lot of teachers in the hospital,5796,Teachers work in schools not hospitals.
the slow wind is a catastrophe,5797,the slow wind is warm and not destructive
the slow wind is a catastrophe,5797,Slow wind is harmless.
the slow wind is a catastrophe,5797,A slow wind does not normally cause any damage.
"when somebody is sad ,he will laugh",5798,laugh express happiness
"when somebody is sad ,he will laugh",5798,"Laughing is a sign of joy, therefore if somebody is sad, he would not laugh."
"when somebody is sad ,he will laugh",5798,Laughter is not a symptom of sadness.
the ice-cream is hot,5799,ice-cream usually can't be kept when it is hot
the ice-cream is hot,5799,Ice cream must be kept cold.
the ice-cream is hot,5799,"on the contrary, ice creams are cold"
I watch radio after dinner,5800,radio has no screen to watch
I watch radio after dinner,5800,"You listen to things that produce only sound, like radio"
I watch radio after dinner,5800,Radio do not have screens
my brother drink petroleum every day,5801,petroleum can't be drunk by people
my brother drink petroleum every day,5801,One can not intake prtroleum as it is a fuel used for vehicles to move.
my brother drink petroleum every day,5801,Petroleum is a liquid substance that can't drink.
my friend works 200 hours a week,5802,a week only has 168 hours
my friend works 200 hours a week,5802,There are not even 200 hours in a week.
my friend works 200 hours a week,5802,There's only 168 hours in a week.
Sam's hair gradually turns green as he gets older,5803,man's hair can't turn green naturally
Sam's hair gradually turns green as he gets older,5803,Green isn't a real hair color.
Sam's hair gradually turns green as he gets older,5803,People's hair turns gray as they get older.
he pours oil to stop fire,5804,oil only burn with fire instead of stopping fire
he pours oil to stop fire,5804,Oil makes fires bigger
he pours oil to stop fire,5804,Oil will increase a fire.
the earth is smaller than the moon,5805,the earth is much bigger than the moon
the earth is smaller than the moon,5805,The moon cannot be smaller than the Earth because the moon rotates within the Earth's gravitational pull.
the earth is smaller than the moon,5805,The earth is several times bigger than the moon.
a boat is sailing in the sky,5806,boat can't sail in the sky
a boat is sailing in the sky,5806,Sky do not have water for sailing
a boat is sailing in the sky,5806,Boats cannot fly.
an old cock lay an egg,5807,cocks don't lay eggs
an old cock lay an egg,5807,Cock do not have ovary
an old cock lay an egg,5807,Female birds lay eggs.
he likes eating volleyballs in summer,5808,no one eat volleyballs
he likes eating volleyballs in summer,5808,people do not eat volleyballs
he likes eating volleyballs in summer,5808,Volleyballs are non edible thing and which is use to play in all seasons.
he breathes air in space,5809,there's no air in space
he breathes air in space,5809,Space is a vacuum
he breathes air in space,5809,Space is a place where there is no air.
"though he's blind, he often reads books",5810,blind people can't see anything
"though he's blind, he often reads books",5810,Blind person cannot read as he don't see anything from eyes.
"though he's blind, he often reads books",5810,If you're blind you can't see.
he's energetic after playing an exciting basketball game,5811,playing an exciting basketball game make people exhausted
he's energetic after playing an exciting basketball game,5811,He should feel tired after playing an exciting basketball game.
he's energetic after playing an exciting basketball game,5811,Playing basketball for a full game is tiring.
there's much water in the desert,5812,a desert is lack of water
there's much water in the desert,5812,There is almost no water in the desert.
there's much water in the desert,5812,The desert is the desert because there's not enough water there.
lake runs from a place to another,5813,lake is still so it can't run
lake runs from a place to another,5813,"A lake is a still body of water, it does not run."
lake runs from a place to another,5813,Lakes are contained bodies of water.
I draw pictures by cigarette,5814,cigarette can't be used to draw pictures
I draw pictures by cigarette,5814,A cigarette isn't a writing instrument.
I draw pictures by cigarette,5814,A cigarette can't be used to draw.
I get good grades because I don't study at all,5815,no one will get good grades without study
I get good grades because I don't study at all,5815,"the opposite, or you`re a genius, but you need to study to get good grades"
I get good grades because I don't study at all,5815,Good grades cannot be obtained without hsrd work.
a butterfly used to be an egg,5816,there's no egg able to change into a butterfly
a butterfly used to be an egg,5816,Butterflies do not come from eggs.
a butterfly used to be an egg,5816,"Butterflies transition from caterpillars using a cocoon, not an egg."
ice will change into steam when it melts,5817,ice changes into steam only when it sublimes
ice will change into steam when it melts,5817,Steam is created when water is boiled.
ice will change into steam when it melts,5817,when ice melts he turns into water first
Peter barbecues meat with water,5818,no one uses water to barbecue meat
Peter barbecues meat with water,5818,Water cannot be used to cook meat.
Peter barbecues meat with water,5818,Watet is not necessary in barbecue.
he worked in Africa for 13 months last year,5819,there's only 12 months in a year
he worked in Africa for 13 months last year,5819,13 months are more than a year
he worked in Africa for 13 months last year,5819,There are only 12 months in a year.
zebras are in white color only,5820,there's no zebra in white color only
zebras are in white color only,5820,Zebras have stripes of two colors.
zebras are in white color only,5820,White color zebras don't exist.
I walk on the water,5821,no one can walk on the water
I walk on the water,5821,It is impossible to walk on water.
I walk on the water,5821,water surface not hard to walk
She feels so sleepy when she is watching a interesting film,5822,interesting things won't make people tired
She feels so sleepy when she is watching a interesting film,5822,Interesting films make you stay wide awake and pay attention.
She feels so sleepy when she is watching a interesting film,5822,Interesting films do not provoke sleep.
I feel more than proud to be found to fart in public,5823,farting is not a thing to boast about
I feel more than proud to be found to fart in public,5823,People are embarrassed to fart in public.
I feel more than proud to be found to fart in public,5823,When people fart in public it makes them embarrassed and not proud.
he feeds his house every day,5824,the house can't be fed
he feeds his house every day,5824,Houses have no capacity to ingest food.
he feeds his house every day,5824,houses cannot be fed as they are not living organisms
I go across the river by sheep,5825,sheep are not vehicles
I go across the river by sheep,5825,"You cannot ride a sheep, especially across water."
I go across the river by sheep,5825,sheep are not floatation devices.
you will go south when you follow Polaris,5826,Polaris points toward the north
you will go south when you follow Polaris,5826,Polaris is the north star.
you will go south when you follow Polaris,5826,"Polaris is in the sky over the earth, thus it's to the north."
the viruses are good for health,5827,the viruses can cause many kind of illness
the viruses are good for health,5827,Viruses typically have negative effects on health
the viruses are good for health,5827,viruses make you sick
we can hear with our nose,5828,we can smell with our nose
we can hear with our nose,5828,our noses are used for smelling
we can hear with our nose,5828,We use our nose to smell.
the mirrors are transparent,5829,light cannot penetrate the mirrors
the mirrors are transparent,5829,If mirrors would be transparent then it will not show our reflection.
the mirrors are transparent,5829,mirrors reflects lights
pencil is made of iron,5830,"pencil is made of wood, not iron"
pencil is made of iron,5830,If pencils were made of iron people would get tired from writing because iron is heavy.
pencil is made of iron,5830,iron pencil is very heavy to hold
there are many kinds of sun,5831,there is only one sun in our solar system
there are many kinds of sun,5831,Sun of our universe is only one and limited.
there are many kinds of sun,5831,Only one sun exists.
the bicycles use electric power,5832,"the bicycles use human's power, not electric power"
the bicycles use electric power,5832,Bicycles are powered by people.
the bicycles use electric power,5832,People can operate bikes on their own power.
strangers are close to us,5833,most of the strangers don't care us
strangers are close to us,5833,Strangers can't be close to a person because a stranger doesn't know that person.
strangers are close to us,5833,Strangers are people you don't know.
fossil energy is clean,5834,fossil energy can cause pollution
fossil energy is clean,5834,Fossil energy is wasteful.
fossil energy is clean,5834,Fossil fuels create a lot of air pollution
a digital watch has pointers,5835,a digital watch has not any pointers
a digital watch has pointers,5835,Digital watches only have numbers.
a digital watch has pointers,5835,Digital watches have screens without pointers or hands
many people's skin is blue,5836,almost no one has blue skin
many people's skin is blue,5836,blue is not a natural pigment for skin in any animal
many people's skin is blue,5836,People don't have blue skin.
frenches use dollars,5837,"frenches use Euros, not dollars"
frenches use dollars,5837,France uses Euros.
frenches use dollars,5837,the french do not use dollars as their currancy
a plane can swim in the sea,5838,the plane doesn't work in the sea
a plane can swim in the sea,5838,Planes do not swim.
a plane can swim in the sea,5838,plane cannot able to swim
private car is a kind of public transport carrier,5839,"a private car is private, not public"
private car is a kind of public transport carrier,5839,"private cars are used by individuals, not the public"
private car is a kind of public transport carrier,5839,private car do not stop for public to enter
paper would be dry in water,5840,few paper can keep dry in water
paper would be dry in water,5840,Water makes things wet.
paper would be dry in water,5840,Water makes things wet.
Bob got angry when he passed the exam,5841,people usually wish to pass exams
Bob got angry when he passed the exam,5841,Passing an exam is usually a good thing and does not make people angry.
Bob got angry when he passed the exam,5841,passing his exam is good
he eats a durian without peeling,5842,the pericarp of durian can't be eaten
he eats a durian without peeling,5842,Durian has a soiky outershell
he eats a durian without peeling,5842,Durian peel is not edible.
he drives his ship on the road,5843,a ship can't move without water
he drives his ship on the road,5843,Ships are boats which belong on water.
he drives his ship on the road,5843,ships are in water
I built a house on the moon,5844,it's impossible to build a house on the moon now
I built a house on the moon,5844,There are no buildings on the moon.
I built a house on the moon,5844,No humans live on the moon.
the water turns to ice under the sun,5845,the water turns to ice below zero degrees centigrade
the water turns to ice under the sun,5845,"Water turns to ice by lowered temperature, not exposure to the sun."
the water turns to ice under the sun,5845,The sun would turn ice to water.
Henry became happy after he shot an own goal,5846,shot an own goal makes Henry unhappy
Henry became happy after he shot an own goal,5846,Helping the other team by scoring for them is rarely a happy event.
Henry became happy after he shot an own goal,5846,Somebody who shot an own goal would not be happy.
he plays football with his hands,5847,playing football with hands is a foul
he plays football with his hands,5847,The type of football referred to is plyed only with the feet and head.
he plays football with his hands,5847,Football game is played with feet
I bought a T-shirt in a restaurant,5848,the restaurant doesn't sell clothes
I bought a T-shirt in a restaurant,5848,Restaurants sell food.
I bought a T-shirt in a restaurant,5848,they sell food at the restaurant
cell phones are everywhere on a beach,5849,cell phones are not from nature
cell phones are everywhere on a beach,5849,There is more sand than cell phones on the beach
cell phones are everywhere on a beach,5849,Cell phones are made by people.
Jane plays cards with his dog,5850,dogs can't play cards in most cases
Jane plays cards with his dog,5850,A dog can not play cards.
Jane plays cards with his dog,5850,Dog only smells and licks cards
he kissed the burglar who robbed him,5851,no one does intimate action to a criminal
he kissed the burglar who robbed him,5851,"Kisses are usually reserved for people we like, not burglars."
he kissed the burglar who robbed him,5851,you want to kill the burglar not kiss him
mom feels happy that I forgot her birthday,5852,it isn't a happy thing that one's birthday is forgotten
mom feels happy that I forgot her birthday,5852,mom would not be glad that her birthday was forgotten
mom feels happy that I forgot her birthday,5852,Mother's want to be remembered on their birthday.
today's hard work can change the history,5853,what has happened can hardly be changed
today's hard work can change the history,5853,Something from the present cannot affect the past.
today's hard work can change the history,5853,Something you do today can't change the past.
he invited his guests to a nearby hospital for dinner,5854,a hospital is not a suitable place to treat guests
he invited his guests to a nearby hospital for dinner,5854,Hospitals do not serves dinners for guests.
he invited his guests to a nearby hospital for dinner,5854,A hospital is for treating patients and it isn't a restaurant.
this chocolate can memorize million bits of information,5855,chocolate is not used for storing information
this chocolate can memorize million bits of information,5855,Chocolate is just something you can eat.
this chocolate can memorize million bits of information,5855,Chocolate doesn't have any memory.
I saved my money to the trash can,5856,"a trash can is for trash, not for money"
I saved my money to the trash can,5856,trash cans contain things to be thrown out
I saved my money to the trash can,5856,Trash can is not a place to save the money.
most people become more energetic after excessive bleeding,5857,excessive bleeding will make one's body weak
most people become more energetic after excessive bleeding,5857,People become tired after excessive bleeding and not more energetic.
most people become more energetic after excessive bleeding,5857,"Excessive bleeding would make someone feel weak, not energetic."
books are usually made of feathers,5858,feathers are rarely used to make books
books are usually made of feathers,5858,Feather is light weight and cannot be used to make books.
books are usually made of feathers,5858,You can't print words with feathers.
a hamburger usually contains stone,5859,stone isn't a kind of food
a hamburger usually contains stone,5859,Stones are hard and not edible
a hamburger usually contains stone,5859,stone is not food
I'm thirsty for french fries,5860,french fries are not used to quench thirsty
I'm thirsty for french fries,5860,You only get thirsty for beverages.
I'm thirsty for french fries,5860,One can be hungry for fries and thirsty for liquids.
I put my teacher into my backpack after class,5861,people can't be put into the backpack
I put my teacher into my backpack after class,5861,A teacher can't fit in a backpack.
I put my teacher into my backpack after class,5861,the teacher is too big to fit in a backpack
a cow can live in a river,5862,a cow can only live on the ground
a cow can live in a river,5862,A cow is not amphibious and cannot swim.
a cow can live in a river,5862,Cows can't breathe underwater.
Tom prepares to light the table for illumination after the power outage,5863,there is no need to burn the table for illumination
Tom prepares to light the table for illumination after the power outage,5863,you don't use tables for that
Tom prepares to light the table for illumination after the power outage,5863,Lighting the table would cause a fire.
brother likes to watch music before sleeping,5864,music cannot be watched but only listened to
brother likes to watch music before sleeping,5864,"Music is for listening to, not watching."
brother likes to watch music before sleeping,5864,Music can't be seen.
Jack took some ice from the stove,5865,"the stove is hot, so there is no ice"
Jack took some ice from the stove,5865,You would not find ice in a stove.
Jack took some ice from the stove,5865,A stove is too hot to hold ice.
people like who are rude trouble-makers,5866,rude trouble-makers always get people mad
people like who are rude trouble-makers,5866,"No one likes a rude person, much less a trouble maker."
people like who are rude trouble-makers,5866,Rudeness is not a likeable trait.
most kids hate toys,5867,the toys are so interesting that kids love to play with them
most kids hate toys,5867,Most kids enjoy playing with toys and don't hate them.
most kids hate toys,5867,kids like toys
a pair of sneakers has 3 big holes,5868,there are only 2 big holes in a pair of sneakers
a pair of sneakers has 3 big holes,5868,Sneakers only have one big hole for you to put your shoes in.
a pair of sneakers has 3 big holes,5868,"A pair of sneakers only needs two holes, one for each for each foot that goes in."
a man can easily see the sun at night,5869,"the sun rises up in the morning, and goes down at night"
a man can easily see the sun at night,5869,the sun goes away at night
a man can easily see the sun at night,5869,The sun is only out during the day.
his mother got satisfied after he failed in the chemistry exam,5870,parents are always vexed to see their children get low marks
his mother got satisfied after he failed in the chemistry exam,5870,His mother would be disappointed by his failure.
his mother got satisfied after he failed in the chemistry exam,5870,failing is not good
my brother drinks sewage before sleeping every day,5871,sewage is too dirty for people to drink
my brother drinks sewage before sleeping every day,5871,Sewage isn't drinkable.
my brother drinks sewage before sleeping every day,5871,Sewage is a form of bodily waste
the earth is approximately quadrate,5872,"the earth is approximately a sphere, not a cube"
the earth is approximately quadrate,5872,"The earth is spherical, not square."
the earth is approximately quadrate,5872,The earth is round.
I swim to the other side of the mountain,5873,no one can swim in the mountain
I swim to the other side of the mountain,5873,People hike over mountains.
I swim to the other side of the mountain,5873,you can't swim across mountain.
man took a walk at the boundary the Milky Way,5874,no one can walk at the boundary the Milky Way
man took a walk at the boundary the Milky Way,5874,the milky way is not reachable by humans
man took a walk at the boundary the Milky Way,5874,you can not walk on stars.
"when the traffic light is red, we can pass the road",5875,it is against the law to run a red light
"when the traffic light is red, we can pass the road",5875,The color for driving is green.
"when the traffic light is red, we can pass the road",5875,"Green means go and red means stop, therefore we can pass the road when the light is green."
we can borrow money from a toilet,5876,a toilet has no money to lend
we can borrow money from a toilet,5876,Toilets do not have money to lend.
we can borrow money from a toilet,5876,toilet is not a place of money transfer to borrow
we can design pictures with an earphone,5877,we can only listen to sounds with an earphone
we can design pictures with an earphone,5877,it is impossible to design a pictures with earphone
we can design pictures with an earphone,5877,earphone are used to listen
we open our eyes when we sleep,5878,we close our eyes so we can sleep
we open our eyes when we sleep,5878,The human species usually sleep with their eyes closed.
we open our eyes when we sleep,5878,Open eyes provide the brain with more stimulus which makes it harder to sleep.
there are lots of pens in a book,5879,pens are used to write a book while words constitute a book
there are lots of pens in a book,5879,A book would be too small to hold a lot of pens.
there are lots of pens in a book,5879,Pens are not kept in books.
robot will die if they don't eat food,5880,robot do not need to eat food
robot will die if they don't eat food,5880,Robots are not alive and do not need food
