id,sent0,sent1,label
7095,Trees usually grow taller than roses.,Trees usually grow lower than roses.,1
9433,I have a basket for drinking water in my office,I have a bottle for drinking water in my office,0
8222,Salesmen always introduce the disadvantages of their products to customers,Salesmen always introduce the advantages of their products to customers,0
3243,The grocery store sells oranges and milk.,The grocery store sells dogs and astronauts.,1
5263,she feeds the baby with a table,she feeds the baby with a spoon,0
7855,"When you feel hot, you should raise the temperature of the air conditioner.","When you feel hot, you should lower the temperature of the air conditioner.",0
6913,We can brush our teeth with a mirror,We can brush our teeth with a toothbrush.,0
3751,Bowl is used to shelter from the rain,Umbrella is used to shelter from the rain,0
5510,i saw a policeman steal into my room,i saw a thief steal into my room,0
1453,he went to school to study,he went to school to watch movies,1
7682,"The actress acted badly, so he liked to watch her films","The actress is good at acting, so he likes to watch her movies",0
992,An arrow is drawn back on a bow.,A bow is loaded on an arrow.,1
1168,The wedding cake was decorated with a model of the bride and groom.,The wedding cake was very happy for the bride and groom.,1
4312,May equiped a security monitor at her home to watch over her cats,May equiped a security guard at her home to watch over her cats,1
248,Potatos is the plural of potato,Potatoes is the plural of potato,0
6714,People can see things in the light,People can see things in the dark,1
896,you can find a lion in the ocean,you can find a whale in the ocean,0
3170,He kept the table on the beer bottle,He kept a beer bottle on the table,0
3566,The house is made of pine-cones.,The house is made of wood.,0
6270,I washed a glass of milk with soap bar,I washed a glass of milk with milk powder.,0
9632,teachers assign homework to the students,teachers assign housework to the students,1
2037,A man had a burrito for breakfast.,A man had a building for breakfast.,1
7077,Peter bought a rabbit and planted him in the garden.,Peter bought a seed and planted it in the garden.,0
7044,"He was hungry, so he went to the hospital.","He caught a cold, so he went to the hospital.",0
2043,He has a necklace made of pudding.,His necklace is made of gold.,0
8161,Pandas have only two colors on their appearance,Pandas are colorful on the outside,1
8871,the image of the cat seems to be reflected many times in the glass,the image of the cat seems to be reflected many times in the mirror,0
3351,The chili was sexy,The chili was hot,0
4540,We felt very full after we left the gym.,We felt very full after we left the restaurant.,0
4429,If you want to have a pee then you should find a living room,If you want to have a pee then you should find a bathroom,0
9569,farmers can pick up apples on the ground,farmers can pick up apples on the trees,0
3723,Electric pencil sharpener is automatically crank,Electric pencil sharpener is manually crank,1
6343,She is waiting for the plane at the airport.,She is waiting for the ship at the airport.,1
1437,I went out and immediately went out again.,I came home and immediately went out again.,0
6091,he dies for his healthy body,he dies for his cancer,0
2086,He cut the radio.,He cut the grass.,0
9290,he uses a lot of words to post a message,he uses a lot of water to post a message,1
3276,The girl drank a glass of iced tea.,The girl drank a glass of pizza.,1
3641,she drank 10 liters of water.,She drank a glass of water.,0
167,You will never find dust on a desktop.,Something you can find on a desktop is dust.,0
1953,JAMES TOOK HIS SON OFF LEASH AND FINISHED UP THEIR EVENING WALK.,JAMES TOOK HIS DOG OFF IT'S LEASH AND FINISHED THEIR EVENING WALK.,0
6065,Japan is the the biggest country in the world,Japan is a small country in the world,0
360,There are four mountains around the table,There are four stools around the table,0
848,He ate a bologna sandwich.,He ate a whole ostrich.,1
9337,people can pick lemons off from trees,people can pick watermelons off from trees,1
4694,"""They finally scored!"", said the narrator, ""They are the final loser of this match.""","""They finally scored!"", said the narrator, ""They are the final winner of this match.""",0
1726,He pickled the vegetables.,He pickled the plate.,1
5644,There are no cities on the continent of Europe.,There are no cities on the continent of Antarctica.,0
2777,She used gasoline to put out the fire,She used water to put out the fire,0
8185,Ostriches always stick their heads in the sand,Ostriches never stick their heads in the sand,1
902,they saw the film in tv,they saw the film in cooker,1
8603,He is good at playing basketball so he becomes a professional cook,He is good at playing basketball so he becomes a professional player,0
1911,Gibraltar is part of the United Kingdom,Gibraltar is part of the United States,1
1138,JIM CAUGHT A FISH WITH FISHING NET.,JIM CAUGHT A FISH WITH PLATE.,1
7560,Google is a car engine,Google is a search engine,0
3978,Wear thin clothes in winter,Wear thick clothes in winter,0
964,She used a banana to hold her pants up.,She used a belt to hold her pants up,0
1400,she wears her coat when it's cold,she wears her swimsuit when it's cold,1
5101,There was a notice in the policeman.,There was a notice in the supermarket.,0
1778,He drove his car on the highway,He flew his car onto the highway,1
4044,You are likely to find a White House in the countryside,You are likely to find a cottage in the countryside,0
3675,Banana is the day before friday.,saturday is the day after friday.,0
8285,Dogs can't eat chocolate.,Dogs can eat chocolate.,1
8369,Cups can be used for eating,Cups can be used for drinking water.,0
5875,"when the traffic light is green, we can pass the road","when the traffic light is red, we can pass the road",1
1135,Students create tests to assess their learning.,Students take tests to assess their learning.,0
564,He mowed the lawn in the morning.,He mowed the car in the morning.,1
8093,Mint can refresh the mind,Mint can confuse the mind,1
5128,The mountains are sold by the dozen.,The eggs are sold by the dozen.,0
808,Walls are always painted,Walls are never painted,1
2429,You shall study to be worst,You shall study to be best in the proof,0
5633,Rain can fall in the day or in the night.,The sun can shine in the day or in the night.,1
643,Angela called the commercials because she was at risk,Angela called the police because she was at risk,0
8128,Snow is red,Snow is white,0
5886,there are lots of mountains on the continent,there are lots of mountains in the ocean,1
8058,High voltage will threaten human safety,High voltage will not threaten human safety,1
99,Tight shoes are comfortable.,Tight shoes cause discomfort.,0
8508,The sun rises at night.,The sun rises in the morning.,0
1739,Phone calls can be put on speaker mode.,Phone calls can be made with loud speakers.,1
7544,Their family is very rich so they take low-income insurance,Their family is very poor so they take low-income insurance,0
2896,He jumped on the water.,He jumped on his bed.,0
969,Most cities have a football team.,Some cities have a football team.,0
6841,monkey is cooking.,Tim is cooking,0
4359,Physicists are sending rockets to the moon,Biologists are sending rockets to the moon,1
1902,Walking burns more calories than running.,Walking burns fewer calories than running.,0
5722,the lady was eating less sweets and snacks to reduce her weight,the lady was eating more sweets and snacks to reduce her weight,1
6691,Sam raised the mountains.,Sam raised the table.,0
3810,The student paints so well that he wants to become a musician.,The student paints so well that he wants to become an artist.,0
435,water is essential for health,water is unwanted thing to body,1
1092,Took the child in school to learn to read and write,Took the child to the hospital to learn to read and write.,1
8266,Goldfish can blink.,Goldfish can't blink.,0
5757,my mom always asked me to take the medicine after the meal in my sick and painful years,my mom always asked me to take a vote after the meal in my sick and painful years,1
5202,this job takes me six weeks to finish,this job takes me six planets to finish,1
8811,I love eating seafood and I love eating chicken,I love eating seafood so I love eating chicken,1
159,He was walking on the water.,He was walking on the road.,0
8262,We can have eggs for breakfast.,We can have hair for breakfast.,1
1965,She kicked the soccer ball with her foot.,She kicked the soccer ball with her hand.,1
941,He fell asleep on the couch.,He fell asleep on the TV.,1
7673,The elder brother is the father's son,The elder brother is the father's daughter,1
9596,I gradually forgot something due to the memory decay,I gradually recalled something due to the memory decay,1
6054,most people work at sunset and rest at sunrise,most people work at sunrise and rest at sunset,0
1612,A woman eats a chocolate cookie,A woman eats a plastic cookie,1
562,birds can fly long distances,Chickens can fly long distances,1
3715,"We say ""goodbye"" when we meet someone.","We say ""hello"" when we meet someone.",0
8645,The lighthouse pointed the way for the ship.,The lighthouse misled the ship.,1
6002,we are supposed to peep at a classmate's personal diary,it's impolite to peep at a classmate's personal diary,0
132,Jill ate the wizard in her book.,Jill wrote a book about wizards.,0
4528,Mr. Smith is on the phone with his pet,Mr. Smith is on the phone with his friend,0
2495,She roasted a chicken for dinner.,She roasted a dinosaur for dinner.,1
4893,The host forbid others entering the house by building fence around his house,The host forbid others entering the house by planting grass around his house,1
8834,human beings can travel to the moon by bus,human beings can travel to the moon by spacecraft,0
2838,They baked an apple pie,They baked an apple tree,1
5894,John gets married with his best friend,John gets married with his elder sister,1
2742,The weather is very rainy today.,The weather is very stripy today.,1
8608,"Grandma has no teeth, so she often eats nuts","Grandma has no teeth, so she can't eat nuts",0
8155,Aunt is a male,Aunt is a female,0
6768,He's drinking oil.,He's drinking milk tea.,0
2701,My son was crying so I hugged him.,My son was crying so I slapped him.,1
7875,"He has been resting, so he soon learned to swim.","He has been practicing, so he soon learned to swim.",0
1451,They went out for breakfast and drank cappuccinos.,They went out for breakfast and drank shoes.,1
9271,I want to go out for a picnic in fine weather,I want to go out for a picnic in bad weather,1
8814,this apple is a beautiful light blue color,this apple is a beautiful golden green color,0
7575,He folded up his shoes,He folded up his shirts,0
575,It is tuna day.,It is Friday today.,0
232,She ran on the track.,She ran into the closet.,1
2980,He put the elephant on the cupboard.,He put the vase on the cupboard.,0
783,He visited a vet to purchase a painting,He visited an art dealer to purchase a painting,0
1942,"CATS USUALLY HAVE MORE THAN ONE KITTEN, AT A TIME.",COWS HAVE MORE THAN ONEBABY AT A TIME.,1
6759,table can show the time.,Watches can show time.,0
9480,we are all very angry that it's sunny again after so many days raining,we are all very happy that it's sunny again after so many days raining,0
8649,He likes fishing in the desert.,He likes fishing at sea.,0
8415,I can play computer games in the cinema.,I can watch movies at the cinema.,0
2077,The sun rises in the East,The sun rises in the West,1
9066,the newborn monkey drinks banana from its mother's breast,the newborn monkey drinks milk from its mother's breast,0
5595,Ed blushed because he was embarassed.,Ed sneezed because he was embarassed.,1
1068,i just take every decision by my mind,i just take every decision by my leg,1
7208,"It was sunny, so many people took their elephants for a walk.",It is sunny therefore I am taking my dog for a walk.,0
5606,My cat likes to eat bugs.,My cat likes to be eaten by bugs.,1
2326,Violins are used to stir soup.,Violins are used to play music.,0
8229,Plum blossoms bloom in summer,Plum blossoms bloom in winter,0
6536,The crow sings very well.,The nightingale sings very well.,0
2971,She throwed the ball into the basket,She throwed the bike into the basket,1
5212,baby birds do not have strong wings to fly,baby birds do not have strong arms to fly,1
5333,I come home from work at about 2 p.m. in the afternoon,I come home from work at about 9 p.m. in the afternoon,1
9836,mom cooks the fried egg once a week for me,mom cooks the fried tiger meat once a week for me,1
7041,Peter and his pet are playing basketball,Peter and his friends are playing basketball.,0
9487,I connected to the Internet to shop online,I connected to the hi-fi to shop online,1
2644,The sun rose in the morning,The sun rose in the evening,1
5085,He eats a large income.,He has a large income.,0
2418,The patient and the doctor talked,The dog and the doctor talked,1
1007,He wore running shoes in his legs,he wore running shoes in his nose,1
5512,we haven't found a substitute for his planet,we haven't found a substitute for his job,0
1201,my girlfriend give a pen through her hands,my girlfriend give a pen through her hip,1
3690,Bob bought the gun at the store.,Bob bought the milk at a store.,0
2300,You are likely to find a Dinosaur in court,You are likely to find a lawyer in court,0
4136,If you want to skate then you should wear sneakers.,If you want to skate then you should wear skates.,0
5080,"They will definitely leave here, since they had such a happy life in this place","They will definitely miss here, since they had such a happy life in this place",0
6710,Haze is a weather phenomenon.,Haze is an energy source,1
3459,The boy picked an apple from the tree.,The tree picked an apple from the boy.,1
5237,"it happened that my father's friend was the manager of the hotel, so we could have better rooms","it happened that my father's friend was the manager of the hotel, so we could have better ships",1
8977,Kids fly kites in a windy day,Kids fly kites in a windless day,1
3312,The mouse is smaller than the car.,The mouse is smaller than the flea.,1
9981,Carter opened the window of the airplane to get some fresh air,Carter opened the ventilator of the airplane to get some fresh air,0
933,Oatmeal always eats me in the morning.,I always eat oatmeal in the morning.,0
1320,Chilly powder is sweet in taste,Sugar is sweet in taste,0
8688,The light of the moon comes from the sun,The light of the moon comes from itself,1
5270,"in the garden, the leaves of the tree had already fallen","in the garden, the park of the tree had already fallen",1
7989,the sun rises from the east.,the sun rises from the west,1
178,She put a phone in her bag.,She put a house in her purse.,1
7143,"Peter doesn't like bathing, so he's very dirty.","Peter doesn't like bathing, so he's very clean.",1
3557,I'm eating an apple,I'm eating the soap,1
3927,Ben wants to teach piano because he has been playing the piano since he was five years old,Ben wants to teach piano because he has been playing the violin since he was five years old,1
2271,my brother goes to sleep after eating dinner every day.,my brother goes to gym after eating dinner every day,1
1360,My keys are made of silver,My keys are made of ice,1
9426,It's very interesting to ride a cat on the grassland,It's very interesting to ride a horse on the grassland,0
2230,She put gas in her motorcycle to drive to work.,She put gas in her skateboard to drive to work.,1
2085,He ate a house,He ate fried chicken,0
3159,She charged her phone.,She charged her apple.,1
1709,He wear stones every day,He wear cloths every day,0
5535,tears filled my mother's eyes,tears filled my mother's ears,1
2422,You can catch more flies with honey.,You can incinerate more flies with honey.,1
2527,You get milk for your use from a cow,You get milk for your use from a dog,1
2476,I went swimming at my uncle's house,I went swimming at my uncle's deli.,1
2279,She drives a red vehicle.,She drives a red apple.,1
8598,"Today is her birthday, so she received many gifts","Today is her birthday, so she gave gifts to others",1
8741,Water resources aren't important to people.,Water resources are very important to people.,0
1948,He put gas in his coffee.,He put gas in the lawn mower.,0
6024,the high-speed railway runs very fast on the ground,the high-speed railway has such a quick speed for its capacity of flying in the sky,1
8764,Wi-fi has greatly facilitated people's lives,Wi-fi is not very helpful to people's lives.,1
1766,I had to vacuum because my cat was shedding.,I had to vacuum because my goldfish was shedding.,1
4961,I was thirsty so I went to eat bread,I was thirsty so I went to drink water,0
238,The dog goes flying three times a day.,The dog goes for a walk three times a day.,0
9108,Fiona wrote a shopping list before she went to the supermarket,Fiona wrote a shopping list after she went to the supermarket,1
9179,the turtle hid in its shell to avoid an enemy,the turtle hid in its shell to hunt a fish,1
3635,She took her dog on a walk.,She took her toaster on a walk.,1
6209,pears have more water than jujubes,jujubes have more water than pears,1
7819,You should not jump the queue when waiting for a taxi or bus.,You can jump the queue when waiting for a taxi or bus.,1
4505,Newton discovered gravity,Einstein discovered gravity,1
4690,People spend time in the gym in order to learn math,People spend time in the gym in order to lose weight,0
1330,It is helpful to carry an umbrella when it is a rainy day.,It is helpful to close an umbrella when it is a rainy day.,1
9094,I heard her singing in the next room,I heard her singing in the next city,1
1994,She parked her banana in the garage.,She parked her car in the garage.,0
5999,it's so late that we can check all the students' grades,it's so late that we can only check some students' grades,0
5816,a butterfly used to be an egg,a butterfly used to be a caterpillar,0
8568,The problem was so difficult that it took him a long time to work it out,The problem was so difficult that he worked it out easily,1
3188,She loves to shop for hammers at the local hardware store.,She loves to dance provocatively for money at the local Walmart.,1
3214,He shot the animal with a gun.,He shot the animal with a tree.,1
5468,"it's very cold in the room, you had better not take off your ring","it's very cold in the room, you had better not take off your coat",0
3063,I eat salad for lunch everyday.,I eat video games everyday.,1
5799,the ice-cream is hot,the ice-cream is cold,0
2767,We bought a smile.,We bought a tiger.,0
7103,We can use computers to log on to the Internet.,We can use headphones to log on to the Internet.,1
9468,he can't walk with an injured hand,he can't walk with an injured foot,0
3139,My kids enjoy playing in a park,My kids enjoy playing in a church,1
389,The school went to her,She went to school,0
2404,Difference between a pen and a pencil is that a pen has blood in it,Difference between a pen and a pencil is that a pen has ink in it,0
9115,Ariel wanted to surprise Beth by buying her a puppy,Ariel wanted to surprise Beth by calling her a puppy,1
364,He was swimming in a swimming pool,He was swimming in a ground,1
9564,advertising is used to show the shortcomings of products,advertising is used to show the advantages of products,0
7579,People must peel apples when they eat them,People peel bananas when they eat them,0
1251,my brother eat fire,my brother eat vegetables,0
515,He put on his shoes and went outside,He went outside and put on his shoes,1
2472,He placed a clock on the mantle.,He placed a blender on the mantle.,1
4293,The Indian shot the buffalo.,The buffalo shot the Indian,1
7054,Pens need to absorb ink before they can be used.,Pencils need to absorb ink before they are used,1
4802,The suspect was executed because of the lack of evidence,The suspect was released because of the lack of evidence,0
8670,Most judges are fair.,Most judges are unfair.,1
5864,brother likes to watch music before sleeping,brother likes to watch films before sleeping,0
7328,It costs me 1 dollar every day to go to school on foot,It costs me 1 dollar every day to go to school by bus,0
3473,She wore a chandelier in the train.,She wore a dress in the train.,0
9033,the businessman went to the airport to catch a plane,the businessman went to the airport to catch a mouse,1
3283,He used a banana to call his sister.,He used a phone to call his sister.,0
2256,the earth rotates around the sun,the sun revolves around the earth,1
7693,"He found a satisfactory job, so he was very sad","He found a satisfactory job, so he was very happy",0
4583,We can see the moon tonight.,We can see the sun tonight.,1
4250,Men often wear shorts in summer.,Men often wear skirts in summer.,1
533,They were playing football in the ground,They were playing football in the fridge,1
7564,The winter is the coldest season in the whole year,The winter is the hottest season in the whole year,1
3900,A journey is good reading material for updating one's knowledge.,A journal is good reading material for updating one's knowledge.,0
6331,Grandma is sewing clothes with needlework,Grandma is sewing clothes with cutting machine,1
6933,Dogs like to eat bones,Dogs like to eat mouses,1
3247,Jennifer lost her voice because she slept for too long.,Jennifer lost her voice because she sang for too long.,0
7922,"In summer, stars sparkle on the ground.","In summer, stars sparkle over the lake.",0
8948,he writes his homework on the notebook,he writes his homework on the dew,1
3239,He filled the glass with water after he broke it.,He filled the glass with water after he cleaned it.,0
4959,I go to the restaurant to eat food,I went to the toilet to eat food,1
2460,He smokes cell phone,He smokes cigarettes,0
3125,You need a gun to travel abroad.,You need a passport to travel abroad.,0
776,Old books are as good as new books,Old books are worse than new books,1
5836,many people's skin is black,many people's skin is blue,1
9667,we can change our fingerprints when we want,we can change our names when we want,0
756,Barbie is RObots girl.,Barbie is kens girl.,0
4733,The astronaut is lucky enough to survive in the explosion,The astronaut is unlucky to survive in the explosion,1
9618,my favorite photo was in my lost wallet,my best friend was in my lost wallet,1
3429,If you want to stay home you should get tickets,If you want to go to a performance then you should get tickets,0
8796,most children hate candies,most children love candies,0
4006,The hour hand is longer than the minute hand,The hour hand is shorter than the minute hand,0
6480,Astronauts wear spacesuits in space.,Astronauts wear ordinary clothes in space.,1
9077,tom fell and broke his arm,tom fell and broke his heart,1
2920,Some human beings can run very fast.,Only human beings with one leg can run.,1
270,She was eating shoe,She was eating chocolate,0
2729,He drowned in the lake,He drowned in the air,1
9942,Jim downloads music from the book,Jim downloads music from the Internet,0
8518,Raw water can be drunk.,Raw water cannot be drunk.,0
6940,Roosters crow in the morning,Roosters lay eggs in the morning,1
7667,Most people use ears to listen.,Most people use eyes to listen.,1
5840,paper would be dry in water,paper would be wet in water,0
3203,There is a bluebird building a nest in the oak tree,There is a penguin building a nest in the oak tree,1
3085,Cows have black and whites spots,Cows have wings,1
1051,Cats enjoy eating microwaves,Cats enjoy fish and chicken,0
6154,she went for a walk on her legs,she started to fly with her wings,1
8667,I like to eat with shampoo,I like to eat with chili peppers.,0
9347,you can jump out of a window if the window is open,you can jump out of a window if the window is closed,1
2709,She put the bear fur coat in the cupboard.,She put the bear in the cupboard.,1
1170,He carries a banana in basket,He carries lion into the basket,1
7357,"If you want the baby to laugh, you can make a face","If you want the baby to laugh, you can shout at it",1
5273,"I like to swim, especially in the plane","I like to swim, especially in the sea",0
3100,The astronaut flew to space in a rocket.,The astronaut flew to space in a submarine.,1
7408,People should drink some water after sports,People should drink some water before sports,1
1653,He drank 10 cups of larva,He drank two cups of milk.,0
8162,Seahorses live in the sea,Seahorses live on the grassland,1
6389,Calendar can change the number of days,Calendar can record the number of days,0
772,I ate a pile of berries for breakfast,I ate a pile of shells for breakfast,1
5309,I have the lunch in the radio with my classmates,I have the lunch in the canteen with my classmates,0
4235,The doctor ruled the guilty.,The judge ruled the guilty.,0
1895,a container cup is for holding liquids,a container cup is for eating ice,1
1704,We were ready now.,We are ready now.,0
5139,"he came out of the library, a large book under his arm.","he came out of the theater, a large book under his arm.",1
444,The terrorist arrested the military.,The military arrested the terrorists.,0
5277,you can buy tomato plants at the hospital,you can buy tomato plants at the nursery,0
4561,The effect of howling with laughter is joy within,The effect of howling with cry is joy within,1
7218,People can eat with their mouths.,People can eat with their noses.,1
627,There was a house made of bricks.,There was a house made of paper.,1
4323,If you want to surf the net then you should have a surfboard,If you want to surf the net then you should have a modem,0
284,My house is homosexual.,My house is white.,0
9065,joe slipped on a banana peel,joe slept on a banana peel,1
6863,English characters have partial radicals,Chinese characters have partial radicals,0
7236,Water turns into ice in the refrigerator,Water turns into ice in a stove,1
3887,"When you go out, you must put on your shoes.","When you go out, you must wear your necklace.",1
8469,He eats breakfast in the evening.,He eats breakfast in the morning.,0
114,No one uses pens to write with.,People write with pens.,0
7956,"When the sun comes up in east, it also comes up in west","When the sun comes up in the east, it is still before dawn in west",0
8399,People can go into space by spaceship.,People can go into space by plane.,1
4890,"If you use speaker to enjoy your music, you won't bother others","If you use ear phone to enjoy your music, you won't bother others",0
8181,The sun is an iced ball,The sun is a fiery ball,0
443,He was playing cards game with his friends,He was playing cards game with his bike,1
9754,animals in the Acrobatic Troupe receive wages every day,animals in the Acrobatic Troupe are fed every day,0
335,The keyboard makes a clicking sound when it is typed on.,The keyboard makes a splashing sound when it is typed on.,1
1093,Pluto is the closest planet to the sun.,Mercury is the closest planet to the sun.,0
1240,I put dirty utensils in the wasing machine.,I put my dirty clothes in the washing machine.,0
7835,China is a great country that lies in Asia.,The USA is a great country that lies in Asia.,1
937,she ran in the race and won a sister,she ran in the race and won a prize,0
9944,she writes her letter with a pen,she writes her letter with a bag,1
3697,a pig graduates from a school.,a student graduates from a school.,0
6837,Tom's cutting vegetables with sticks.,Tom is cutting vegetables with a knife.,0
2972,Large cars use less gas.,Small cars use less gas.,0
7832,He works in a financial company that is in the deep of the forest.,He works in a financial company that is at the top of the big downtown skyscraper.,0
932,He filled his car with gasoline.,He filled his car with jello.,1
2123,Stan likes to make lakes in the kitchen.,Stan likes to make pasta in the kitchen.,0
8587,"He is allergic to peanuts, so he never eats peanut butter","He is allergic to peanuts, so he often eats peanut butter",1
8854,Lily goes to the cinema to listen to a concert,Lily goes to the cinema to watch a movie,0
7868,"He is a cook, so he drives every day.","He is a cook, so he cooks every day.",0
1008,cars are mostly made of ice,cars are mostly made of metal,0
3587,Thunder happens with lightning always in the nights.,Thunder comes after lightning always in the nights.,0
5365,I was riding on the back of a friend's while,I was riding on the back of a friend's bicycle,0
7246,The sea is salty,The sea is sweet,1
2282,Window wants to be clean,Person wants to be happy.,0
2779,Mark puts a cabinet in his bicycle's trunk,Mark puts a box in his bicycle's trunk,0
6159,we have to put stamps on the envelopes when we send letters,we have to put stickers on the envelopes when we send letters,1
3457,coca cola never has sugar,coca cola has a lot of sugar,0
2863,Johny eats dinner out of a bottle,Johny eats dinner out of a plate,0
1799,A baseball bat can be made of wood.,A baseball bat can be made of jello.,1
9661,every time I hang out at the bar I will get drunk,every time I hang out at the cinema I will get drunk,1
1017,He put the pizza in the furnace.,He put the pizza in the oven.,0
1613,Donalt Trump is President of the United States,Donald Trump is the Prime Minister of the UK,1
2347,I plan on taking a vacation to a distant galaxy.,I plan on taking a vacation to New York.,0
7480,"If you want to learn the news, you can read the news in the newspaper","If you want to learn the news, you must read the news in the newspaper",1
1456,A chicken laid an egg,A cat laid an egg,1
8905,the boy next to Mary in the photo is her nephew,the girl next to Mary in the photo is her nephew,1
635,A fire can be extinguished using water.,A fire can be extinguished using wood.,1
3971,"When people get hurt, we can call artists for help","When people get hurt, we can call doctors for help",0
5702,Monkeys climb trees to get bananas,Monkeys go swimming to get bananas,1
4562,An actor plays a character in a play.,An actor plays games in a play.,1
7734,The ceiling is too low so he hit his head,The ceiling is too high so he hit his head,1
658,Being alone is usually very funny for dogs,Going to the park is usually very funny for dogs,0
7311,suit is a good quality of a person,honesty is a good quality of a person,0
2762,I put water on my burger,I put ketchup on my burger,0
6264,a book contains many libraries,a library contains many books,0
6934,Cats like to eat bones,Cats like to eat fish,0
6622,dog is pushing the box.,He is pushing the box,0
5780,I'm searching a chinese word in an english dictionary,I'm searching a chinese word in a chinese dictionary,0
3760,A stone can contains species of many plants and animals,A forest can contains species of many plants and animals,0
3476,The dentist filled my brothers cavity,The hairdresser filled my brothers cavity,1
8075,Wash your hands before eating,You must n wash your hands before eating,1
6324,Tourists skating on the water,Tourists skating on the ice,0
1570,Cowboys used to ride their horses in the mountains,Cowboys used to ride their bears in the mountains,1
5313,the gardener was moaning that he had another garden to do later,the nurse was moaning that he had another garden to do later,1
7643,"When you close your eyes, you can't see anything.","When you close your mouth, you can't see anything.",1
3406,I cooked a spoon.,I cooked a chicken.,0
3043,Jack named her clover Puppy,Jack named her puppy clover,0
2700,i ride a bike in the water,I ride my bike on the road,0
8079,Asians generally have black skins,Asians generally have yellow skins,0
3519,Iron Bars are flimsy and light,Iron bars are sturdy and heavy,0
8251,We can see the stars at night.,We can see stars in the daytime.,1
6,I like to ride my chocolate,I like to ride my bike,0
2119,Stacy tosses the ball for her dog.,Stacy tosses the ball for her flowers.,1
2773,The child was reading the book with his eyes opened.,The child was reading the book with his eyes closed.,1
6433,Uncle saw an elephant on the street,Uncle saw a dinosaur on the street,1
5324,the waiter offered him white wine with his meal,the waiter offered him white wine with his disease,1
8739,Vocabulary is an important part of English learning,Vocabulary isn't an important part of English learning,1
6673,Coal is a Clean Energy,Nuclear energy is clean energy,0
6243,fish live in the desert,cactuses live in the desert,0
6421,Water spray gun can barbecue,Fire torch can barbecue,0
9339,this plate tastes very good,this plate looks very good,0
6553,Coffee beans are used to grind coffee.,Coffee beans are used to grind cocoa.,1
5544,We are divided in our opinions,We are divided in our toes,1
89,The storage in every computer is unlimited.,A computer can run out of storage.,0
3493,She bought the concept of happiness,She bought a knife,0
3619,A man stood on a cat.,A man stood on a roof.,0
4515,David flied from China to America in two days,David swam from China to America in two days,1
3013,Cows like to eat cans.,Cows like to eat grass.,0
2938,Socks are meant to go on feet,Socks are for your ears,1
5258,there are no seats left on that flight,there are no air left on that flight,1
871,The ostrich raced across the road and into the field,The ostrich flew to the moon and back,1
7189,Whales live in the desert,Whales live in the ocean,0
4855,He saw me through the window,He saw me through the wall,1
2755,If you want to fish you should go to a landfill,If you want to fish you should go to a lake or ocean,0
8623,He went to the airport to take a plane,He went to the railway station by plane,1
6843,Bottles can hold liquids.,Mirror can hold liquids.,1
510,English is a universal bird,English is a universal language,0
1452,Fire is dangerous.,Fire is unharmful.,1
6541,Teachers cleaned the roadside.,Sanitation workers clean the roadside.,0
1364,A person who is studying at a university or other place is called student,A person who is studying at a university or other place is called teacher,1
8014,Apples are bad for people's health,Apples are good for people's health,0
3323,My wife put a house in the oven.,My wife put a pie in the oven.,0
5040,Diseases make people suffer from unpleasant feelings,Diseases make people enhance brilliant moments,1
9014,Tom wore a suit for a job interview yesterday,Tom wore pajamas for a job interview yesterday,1
2409,He talked to her using a book shelf,He talked to her using a mobile phone,0
7876,people enjoy a peaceful and prosperous life under the tyranny of kings.,The people live a miserable life under the tyranny of the king.,0
2963,The box put the child on the shelf.,The child put the box on the shelf.,0
1591,I ate a pickle.,I ate a dumbell.,1
9177,the student received detention for his excellent grades,the student received a scholarship for his excellent grades,0
8433,Cell phones can be used to make calls.,Mobile phones cannot be used to take a video.,1
7142,Peter bought a giant panda as his pet,Peter bought a cat as his pet,0
2241,She put the bath in the baby,She put the baby in the bath,0
775,The doctors composed a song in a studio,The musicians composed a song in a studio,0
4480,A credit card wallet is taller and narrower than a typical wallet,A credit card wallet is taller and narrower than A4 paper,1
1674,"Bobbi, a small girl, took an airplane to Germany.","Bobbi, a small girl, took a condor to Germany.",1
6340,Apple is ripe after falling,Apple is up after falling,1
6887,Put the carrots in the fridge.,Put the microwave in the fridge.,1
2685,the child looked at the cars in the sky,the child looked at the stars in the sky,0
9302,males are those who get pregnant and give birth to the next generation,females are those who get pregnant and give birth to the next generation,0
7738,"The phone is dead, so it is turned on","The phone is dead, so it is turned off",0
5997,I felt cool because the sun was too hot that day,I was soaked with sweat because the sun was too hot that day,0
280,He put frozen turkey in the freezer.,He put a cat in the freezer.,1
334,She went to the hospital to have a surgery.,She went to the clothing store to have a surgery.,1
6508,Mother works in the box.,Mother works in the house.,0
9148,lily ordered a steak at a vegetarian restaurant,lily ordered a salad at a vegetarian restaurant,0
8418,The mirage can only appear in the desert.,The mirage can appear in the desert.,0
9927,a cat hides above a car to shelter from the rain,a cat hides under a car to shelter from the rain,0
8219,There were so many people that I had to jump the queue for the toilets,There were so many people that I had to join the queue for the toilets,0
4037,A pen is for writing.,A drill is for writing.,1
7622,The mantis can catch insects by cobweb.,The spider can catch insects by cobweb.,0
2432,Josie took a nap,Josie took a sky,1
7214,He likes to play online games on his desk.,He likes to play online games on the computer.,0
8893,people lived in houses made of wool in the past,people lived in houses made of wood in the past,0
3386,She was wearing her glasses,She was wearing her bats,1
