I have five eyes,"Usually, humans have two eyes"
She baked a shoe for dinner.,A shoe is not edible.
He drank coffee to go to sleep.,Coffee has a stimulant effect and would not help someone sleep.
cutting your hair is for a cook to do,Cooks generally do not cut hair.
I could drink the whiskey on his breath,"You can smell, not drink, an odor."
Lions live in igloos in Antarctica.,Lions cannot live in freezing temperatures.
Rats are not pests,Rats are a pest to many people
Eggs come from mammals,Mammals do not ptoduce eggs.
children like flying planes in the spring,children cannot get a license to fly a plane at their age
People sell candles at birthdays.,People do not sell anything at birthdays.
You are likely to find a state highway in an area around between countryside,state highways is not around the countryside
Environment is not important for a restaurant.,You want a restaurant to be a nice place to be.
People usually put curtains on the walls,Walls are usually opaque
We can have petrol for breakfast.,For bike petrol is the breakfast
Jane carries her house upstairs,You can't physically carry a house
She put a cup in the toaster,A cup would not fit in the toaster.
The school went to a jail.,schools do not go to jails.
I swim under a tap,There are not enough water under a tap to swim
Debbie buys a ficus and put it in the internet bar,the internet bar is not a place to grow plants
A birthday card is a nice way to acknowledge a person's divorce,A birthday card would be inappropriate to celebrate a divorce
the color of the sea is yellow,The sea is known to be blue
The piano was sick.,Piano's are not living creatures.
You must fill up a bath-tub with ketchup to take a bath.,Ketchup is messy.
People shed tears after strenuous exercise,Tears have nothing to do with strenuous exercise
shops are closed every day,shops have to open otherwise they won't get income
Ink is used to wash hair,Ink makes hair dirtier.
He saw lions in the North Pole,Lions can't survive in the Arctic
The car is powered by wind.,The car won't move in the wind
It is inhuman declawing babies.,Babies does not have claws but nails.
he put a baby in a cage,CAGE IS A ENCLOSURE
Lemonade is made from coffee beans.,Lemonade is made from lemons.
stone can warp the paper,stone is not flexible
Seven quarters is equal to one whole.,SEVEN QUARTERS IS EQUAL TO MORE THAN 1 WHOLE
He refrigerated himself with heating,refrigerators are cold
The train flies very fast.,Trains do not fly.
we took notes in class for recording what we were thinking,Notes are taken to remember verbal information spoken by another person.
Money can buy families,families can't be bought
You should get a riding license if you want to ride a bike.,"Riding a bike does not require any sort of license, anyone at any age can ride a bike without any prior requisites."
Bicycle has four wheels,the Bi in bicycle indicates it only has two wheels
She lives in a snow globe.,A snow globe is too small for a person to live in
my pan and i dined on lobster,Pans are unable to eat
He ate light bulb for his lunch,Cant eat a light bulb
Sally bought a airliner,Airliners are way too expensive for most people to purchase.
on weekdays I get up at 6 a.m. and I have lunch at 7a.m.,7 a.m. is too early to have lunch
he cries while he is chopping some apples,apples can't make a human  cry while he is shopping it.
He made an apple of pies,You cannot make apples from pies because they grow from trees.
He took a nap in the sink,You can't sleep in a sink.
The nurse cared for the healthy patient,healthy patients do not need care
nine-year-old children love driving cars,One has to be sixteen years old to drive a vehicle.
I bought my favorite writer's new book from the farmers' market,there are no books for selling in a farmers' market
Mary has dinosaurs to play with.,Dinosaurs are extinct.
The man waited for an airplane at the bus stop.,An airplane leaves from an airport.
Water in solid form is liquid.,Liquids and solids are different forms.
Celery is a well-loved dessert.,celery not a dessert
Tim always goes to the same gym for breakfast,Gym does not offer breakfast
Most of the cola is composed of gold,Gold elements are harmful
penguins are fish that cannot fly,"Penguins are not fish, they are birds."
he is allergic to cats so he keeps a cat as a pet,Can someone who is allergic to cats live with a cat
he needed to visit his neighbor before he cooked dinner,his neighbor wouldn't affect when he is able to cook his dinner
He used a cat to unlock the door.,Cats cannot unlock doors
a man can better see stars and the moon in daytime,starts and the moon are not visible at daytime
her skin got whiter after sunbathing,a tan makes your skin darker
The employees feel sleepy because the lighting is too bright,bright rooms don't cause sleepiness
He wore a tree with his suit.,A tie can be worn with a suit but a tree cannot be wore with a suit.
the car went into the doghouse,the car is bigger than the dog house
People eat bricks for breakfast,People do not eat bricks
THE MAN  HAS TO EAT STONE IN EVERYDAY.,Stones are not edible
Frogs aren't amphibians,Frogs can live either in water or on land
The roof was covered with wind,Wind is not a mass that can cover something.
he got married and became a single man,single men aren't married
The rabbit was killed by corn,Corn has no lethality
She unplugged her phone because it committed war crimes,A phone cannot commit war crimes
he posted the bike in the post box,bike is too big to fit into a post box
I bought my favorite writer's new book from the farmers' market,books are not sold in any farmers' market.
I often watch movies with my girlfriend in the gallery,Movies are not played in a gallery
Eating more sugar regularly is good for your teeth.,Eating too much sugar can lead to diabetes
Water needs air,Water is composed of oxygen
he was playing games in his calculator,A calculator does math.
it is believed that part-time job will provide students with cars to develop interpersonal skills,Cars cannot develop interpersonal skills
"For breakfast, I like to eat a boiled shoe on toast.",shes are no edible
she chased the thief for 100 planets,It is impossible to run even for one planet.
steam condenses to oxygen when it touches a cold surface,steam cannot convert to oxygen when touching a cold surface
Something you might do while going to a performance is to talk,Talking during a performance is distracting to other audience and rude to performers
He planted tomato seeds in the Persian rug,you plant objects in dirt.
The plant has laptops on it,Laptops are not found on a plant
All cats chirp,only birds chirp
"Monkeys are smoking,",Monkeys cannot purchase cigarettes.
Tom put his clothes up in the kitchen.,The kitchen is not a place to dry clothes.
Tom hunted a bear in the library,in library we can't hunt animals its a place to read books
there are lots of mountains in the ocean,mountains cannot exist in the ocean
The Bible originated in Asia,Asia is not a place to originate the bible.
The second hand is shorter than the hour hand,The second hand is always shorter than the hour hand.
"Bobbi, a small girl, took a condor to Germany.",People can't fly on condors.
"Although he is eight years old, he drives a lot",Eight year olds are not allowed to drive.
"If you want to keep warm, stay close to the ice","Ice is cold, not warm"
Police in Mars are allowed to use legal force,There is no police on Mars
He wrote those code on a calculator,Calculator is not suitable for coding
She turned to the hair and said to it.,You should not talk to hair.
take that bottle and write down your number,Bottle is not used for writing.
Dad washes his feet before every meals,hands are used for eat meals
He is washing clothes with coffee,Coffee is not used to wash clothes.
Seagulls can eat blue whales,A blue whale is too large for a seagull to eat.
All lions are required to attend the meeting,Lions do not attend meetings.
he worked out the problem and went to ask his classmates,"If he worked out the problem himself, it would not make sense to ask his classmates for help."
I peel off mangoes and make banana shake.,Banana shake is made of bananas.
I have the same number of fingers and necks.,"Typically, you only have one neck and 10 fingers."
supermarkets rise prices for a year-end clearance,supermarkets want to attract more customers in the year-end
The battery ran out of computers,Batteries don't use computers.
He served a globe for dinner,A globe is not food.
It is helpful to close an umbrella when it is a rainy day.,"If you closed an umbrella when it is raining, you will get wet."
He put the staples into the lighter,there is no room for staples in the lighter
Mary took her moth for a walk,You can't effectively walk an insect.
You can boil water in an oven.,An oven can't contain water.
Lina put a fish in the toaster.,A fish does not belong in a toaster
the malignant tumor doesn't have fatal harm for you,Malignant tumors are often fatal.
tigers eat leaves,tigers are carnivores
people can overcome disasters with cola,Cola is ineffective at helping overcoming disasters.
We eat roast goose on Thanksgiving Day,Thanksgiving tradition is to eat Turkey
My brother is menstruating,Men do not menstruate and a brother is a male.
People can go into space by plane.,A plane is only designed to go to a certain altitude to travel within the earths atmosphere.
you don't need a passport to enter a foreign country,"If you do not have a passport, you will not be allowed into a foreign country."
The horse barked at the dog,Horses do not make a barking sound
"Tomorrow cannot be changed, because it already happened.","Tomorrow is the future, and has not happened yet."
josh thought of an idea and wrote a history,history must have happened rather than
He uses yogurt to ferment,yoghurt is already fermented
the girl politely declined the hamburger because she liked fast food,a hamburger is a major food in fast food
Duck can fly,Ducks can only fly very short distances.
Normal people drink eight glasses of drinks a day.,Repetition of the word drink.
I did a body testing in my garage,"you`re a serial killer, you don't do that to bodies"
She went to the butcher to have her hair cut,You buy meat at a butcher shop.
The bedroom can cook.,The bedroom has no tools for cooking.
"Don't get too close to the ant, it may eat you",Ants don't eat humans.
Bees usually live in the soil.,Bees cannot breathe if they are in the soil.
He looks at the scenery with chopsticks,Chopsticks can't see the scenery
People should break the contract,Breaking contracts is not legal.
Stone is one of the materials for making knives,Knives made of stone are not sharp
She let her dog drive her car,A dog cannot drive a car
He carved a bird out of soy sauce,soy sauce is a liquid material.
Vaughn was a brave cactus of the round table.,People aren't cacti.
A rear courtyard is in front of a building,The rear courtyard is usually built behind the building
An oven is used to store homework.,An oven is used to cook food
He rode his chihuahua to school.,The Chihuahua is the smallest breed of dog
his skin is in blue color,You cannot have blue skin.
You don't need an umbrella on a rainy day,If you don't want to get wet when it rains you need an umbrella.
Everyone in that province is celebrating because of the severe earthquake,People don't celebrate earthquakes.
I need to fly in a Train to California.,Trains don't fly.
She put a desk in the oven.,There is no reason to cook a desk.
my dream is to be a teacher because I want to share my food,Teachers do not share their food.
He surfs the desert.,Surfing is done on water and a desert is dry and arid and sand so one could not surf in the desert.
Iron is the lightest metal,Iron is a heavier metal than aluminum.
Someone can pick up bullets by hand,bullets move very fast
Pencils will harden after they are used up,Pencils gets soft when they are used up.
She lived in a chocolate bar,CHOCOLATE BAR IS FOR EATING
Books can read people.,Books are not conscious and can't read.
she really wishes her clothes had rung.,Clothes does not rung.
He wore glasses for finger,Glasses correct vision and fingers do not see.
You need a gun to travel abroad.,GUN IS NOT SUITABLE FOR TRAVEL ABROAD
Santa Claus is the legend of the East,Santa Claus is the legend of the West
Wi-fi is not very helpful to people's lives.,"Wi fi makes it possible to be connected anytime, any place."
She write the story in water,Water has no capacity to show the story letters
He put a cow into an aquarium.,Cows cannot swim.
My dog wrote my homework,Dog cannot write
Gold is lightweight,Gold is very dense
You need a map to type on a computer,You need a map when you travel.
Eagle catches lions as food,Lions are above eagles on the food chain.
Jeff loves to eat diamonds.,A diamond is too hard to eat.
Monet is a physicist,MONET IS A FAMOUS PAINTER
The doctor removed my brain.,You cannot live without a brain.
janice felt ashamed of the smile on her face,A smile would not cause someone to feel shame.
I need to be patient to catch my schedule,waiting to catch up is a bad idea
the team lost the game due to the injury of the referee,The referee isn't a player
A boxer would never punch in a boxing match.,A boxing match is all about boxing.
Mom uses the oven to keep food cool,An oven is used for cooking or baking food.
Rotten food smells nice.,Rotten food is decomposing and producing toxic smelly gasses.
the moon is square tonight,The moon is round and not square.
trees usually fall leaves in spring,trees usually get new leaves in spring
he's watching air on the grass,air is invisible.
sea is hot.,The water in the sea is either temperate or cold.
girls wear skirts in winter for warmth,skirts do not warm
"When you go out, you must wear your necklace.",necklace is not need to wear to go out
Calculating numbers in different ways is called biology.,Biology has nothing to do with numbers.
She goes flying in the pool.,A pool is too small to fly in
He gave a nail to the cat,cats don't eat nails.
I learned to play basketball to enjoy music,MUSIC HAS NOTHING TO DO WITH BASKETBALL.
"Pen is an instrument composed of a blade fixed into a handle, used for cutting","A pen is used used for writing (not cutting), and the handle is filled with ink (not a blade)."
She put her book between the wildflowers.,You don't put books between flowers.
The driver suddenly accelerate since there is a girl on the road,Most people do not want to run over people and would not accelerate at a pedestrian.
He didn't have dinner so that he burped,no one can be burped by not having dinner.
Their family is very rich so they take low-income insurance,Rich families would be ineligible for low-income insurance.
"If you have an appointment with someone else, you mustn't be punctual.",It is rude to not show up on time
He eats human meat.,People don't eat people.
we bring coal and oil up from under water,there is no coal and oil in water
He put the pliers in the guacamole.,Pliers is not something that put in the guacamole.
There are many Seabirds in the sea.,Seabirds can't swim in the sea.
Wild geese hibernate in winter.,Wild geese fly southward for winter instead of hibernating.
Bamboo is a kind of tree.,Bamboo is not a tree
Second is the unit of measure of length,second is not a unit of length
You can use a study to take a bath.,"One takes a bath in the bathroom, not the study."
photographs are captured by a calculator,Calculators are used for math.
baby birds do not have strong arms to fly,"Baby birds have wings, not arms."
my brother swimming on petrol every day,Petrol is harmful to swim in.
low-calorie food is more likely to make people fat,low-calorie food provides less energy to people
There are many green plants in the desert,Green plants need water of which there is little in a desert.
pen is writing.,A pen is an inanimate object the can not make an action on it's own.
She ate the glass of wine for her dinner.,you do not typically eat glass
two plus two equals five,simple arithmetic states that the combination of two numbers equals its sum
laughter is a sign of sorrow,people laugh when they are happy
shorts are longer than trousers,Trousers are long pants.
We don't need to wash our hands after going to the toilet.,we don't need to wash our hands before going to eat
I went inside the mirror.,A person cannot go inside a mirror.
"I am weary after this long journey, and I need a dance.","People don't dance when they're tired from long journeys, they rest."
Debbie buys a ficus and put it in the internet bar,A ficus wouldn't grow well in an internet bar
My dad likes to drive while he plays guitar.,My dad only has two hands.
I am used to having a cup of vodka for waking up in the morning,"people drink a cup of coffee to wake up in the morning, not alcohol"
eggs are from chicken farmers' body,eggs are collected by chicken farmers from hens
Stones can be used for lighting.,Stones do not emit light.
Wolves are faster than cheetahs,Cheetahs have an anatomy that is better suitable for speed and acceleration
the proposal usually happens after the wedding,the proposal usually happens before the wedding
they were not satisfied with each other and got a marriage,If you don't like each other you don't get married
Laptop is a printed publication consisting of folded sheets and containing news,Laptop is a portable computer people use to do work
My father praised me for indulging in games,My father thinks good grades are more important than playing games.
Men can give birth to children.,No male human in this world can give birth to children.
She poured lava into her coffee,lava cannot be poured into the coffee.
Rebooting your phone fills up the memory with cache.,The cache is reset when you reboot your phone.
It's important to scratch before rigorous exercise.,Scratch is done any object to remove some label but not related to exercise.
She learned to eat in ballet class.,You dance in ballet class.
he had a steak and a green bike,people cannot eat bike
My best friend is throwing a party for his mom's funeral,You don't throw parties at funerals.
"I don't believe in the journalists, they are writing fake codes",journalists are not known for writing codes
The woman has to breastfeed her Teddy before going to work.,Teddys are fake animals and cannot drink milk
Sloth runs faster,Sloths are very slow.
He can make a bookcase with water.,Water is too soft to make a bookcase.
Myopic mirror is convex lens,Myopia requires a concave lens to help fix it.
Dirty dishes cannot be cleaned in a dishwasher.,A dishwashers purpose is too clean dishes and was invented to do so.
he used eraser in torch,eraser is a rubber material which cannot produce current
The dog was chasing his wings,Dogs do not have wings
A hamster can power a remote,hamster not used for remote
She put food in the wardrobe,Wardrobe is not a place to put the food.
We can use headphones to log on to the Internet.,Headphones can be used to listen to music.
Cat has wings,Cats do not fly.
People are playing movies.,People cannot play movies.
I got a hair cut from the butcher,"butchers cut meat, not hair"
"it's too sunny outside, so we have no need of sunscreen",sunscreen protects the skin from sunburn to some extent
She took a fresh cloth for washing,A fresh cloths need not be washed
The  mat sat on the cat.,A mat is inanimate and therefore can't sit on anything.
The moon gets fixed and that's how it returns to full,The moon is not broken and does not get fixed
rice is the main food for all the people,not everyone eats rice
She rode a pine tree to school because her car did not work,A pine tree is not a means of transportation
he writes his report with his cup,You can't write words with a cup.
my family used to watch radio together after dinner,radios cannot be watched but only listened to
Hens can lay chickens.,Chickens are not born outside of eggs.
I have compassion for someone that I respect,A person that is respected is usually revered and not pitied upon.
People should overeat.,Overeating is not good for health.
He drives a table.,A table is a piece of furniture and cannot be driven.
cake makes it possible for people from different parts of the world to talk to face,Cake cannot be used for people to talk to the world.
Excessive weight loss is not a big problem.,Excessive weight loss will make one weak and unfit to do any work and is a big problem.
the taste in art is an objective matter,"Objective matters can be measured, but one's taste for art is not  measurable quantity."
There was a chicken flying.,Chickens do not fly
I didn't want to go home because I didn't study.,Home is not a place where you go to study.
He is drinking a bottle of bleach.,people can die from drinking bleach
"He is allergic to peanuts, so he always eats peanuts","People should not eat the food that they are allergic to, for it is dangerous"
running can improve our thinking ability,Running isn't a proven way to improve thinking.
coffee and coconut are black,there is no black coconut
the boy lost hold of the soap because it's fragrant,The fragrance of the soap should have no bearing on the boy's being able to hold on to it.
"If your hands are dirty, you must wipe them with tissue",Using tissue is not the only way to clean your hands
Alcohol can improve one's memory of events.,Alcohol dulls the memory.
He put stars into the pot,stars are in the sky they cannot fir in the pot
I sat on the wardrobe after lunch,A wardrobe is too tall to sit on
A grocery store sells items giraffes need everyday.,Giraffes don't shop at grocery stores.
I refused to drive after drinking gas,humans can't drink gas
The tongue cannot taste,The tongue has taste buds
I rode my cat into town,Cats are too small to sit on
If you want to go outside for an evening then you should check the TV,The TV will not tell you if you can go outside or not.
You must peel tomatoes before eating them,Tomatoes do not need to be peeled before being eaten.
Jupiter brings us light and heat.,Jupiter is very far from Earth.
The cat play with the mice,Cats are natural enemies of mice
He shook his boss' wife's mandible,a mandible is part of the jaw which you can't shake
The lightning made the whole city as dark as in the night,Lightning brightens the atmosphere.
One should drive car on the pavement,Pavement is a place where we cannot drive the car.
Smartphones are necessary for life.,our forefathers lived happily without smartphones
Junk food is good for our body.,Junk food is unhealthy
Most people like to have hamburgers and pudding in the morning.,"Hamburgers and pudding are lunch or dinner options, not breakfast."
Computers are kept in wet locations.,Computers don't work when they are wet.
"if you violate traffic regulations, you will receive a reward",breaking the rules is punishable
He put his clothes in his oven,"Ovens are used for baking food, not storing clothes"
forests help to keep sunlight from running away,forests do not keep sunlight from running away.
Bob cut the steel plate with a knife.,Steel plate is very hard.
He communicated with his friends by newspapers,Why would he communicate with his friends by newspapers? he could easily communicate with them in other ways.
"if no one answer the door, why not try breaking the back door?",Breaking a door is not the way to go into a house.
"If you eat sugar, it won't give you a quick energy boost",sugar is known for giving you a quick energy boost
Monkeys are playing games.,Monkeys cannot playing games.
Jack was born two meters tall,the newborn baby is about 05 meters tall
Tom charged it with wood.,Wood does not give anything electricity.
Jane applied llamas on her luscious lips.,"Llamas are an animal, not an inanimate object."
May equiped a security guard at her home to watch over her cats,A security guard is a person so he cannot be equiped at a place
the boy played computer games to be muscular,Playing computer games is not an activity and would not make you muscular.
Donald Trump is the Prime Minister of the UK,Donald Trump has enough on his plate so he cannot be the Prime Minister too.
We can take things by a nose.,nose is used for breathing
he wrote a letter on tv,Tv's are to skinny to write a letter on.
He drinks Poison Daily by morning,poison is injurios to health
Baby gets nutrition by drinking water,water is a plain liquid
she smells terrible after a shower,when people have a shower they wish to have a better smell
it is a pity that she only comes the first in the competition,came first place in a challenge
Jane was eating a shoe.,Jane cannot eating a shoe.
I feel my tears when I'm laughing,crying is not typically a response when laughing
I frequently go on water.,It is not possible to go on water.
"A flower may blossom again, and a person can also get young again.",A person can never get young again as he cannot turn back the clock.
the lake will be frozen in summer,the lake will be frozen in winter
A one-legged person needn't boot,A ONE LEGGED PERSON CAN'T NEED BOOT
I'm looking for the handrail to go upstairs,people can't walk in the handrail
A man sat down in the microwave.,Microwave is an appliance and can't be used for sitting
the hotel has an exam service,Exams and hotels are not associated with each other.
David swam from China to America in two days,Swimming requires lot of manual effort that's why its lot slower and not possible to swim such long distances.
Having a special skill is not important for new graduates.,New graduates are excited to start using their newly learned skills.
Mother is frying eggs in a basketball,Basketballs cannot cook anything.
this basket can hold one gallon of water,baskets cannot hold water
"Those students love this place so much, they are happy to say farewell",People will be sad to leave some place they love
i am preparing for the trip yesterday,Yesterday they went to the trip.
you need to speed up when driving to a school area,Speeding in a school zone is dangerous to school children.
"Stone cannot float on the water, thus you can make a boat with them",Making a boat requires material that can float on the water
It's odd that they didn't reply our smell,A smell cannot be replied.
"She caught a cold, so she put on a helmet to avoid spreading it to others",helmet is used while driving
About fifty people get in to a car,"A car can only hold up to seven or eight people, depending on the car."
My sister runs around the sun every day.,The sun is too hot and too far away to get to.
He is trying to make a fire with sand on an island,You can't make fire using sand.
Children like to eat paper.,Paper cannot be eaten.
He kicked the goal into the ball.,"The goal cannot go into a ball, but a ball can go into a goal."
he bought a bike chain for his wife's neck,you use bike chains for bikes
Dogs are more flexible than human beings.,Dogs are not bipedal.
mix yogurt and poison to create a breakfast shake,Poison cannot be used to create a breakfast shake.
Ice is hot in the summer,"Ice is, by nature, cold and frozen"
People don't need to read selectively.,Selective reading is the choice of an individual
The floor wanted to keep its approval rating up.,Floors are not sentient beings. They are inanimate
"If you want to call a friend, you need a bluray player.",A Bluray player cannot be used to make calls.
Now many students must choose science subjects,Science subject is not necessary for many students to be chosen.
Modesty makes a man backward,Modesty makes a man honest.
You are likely to find an anemone on a street corner.,Anemones live in sea.
writing a term paper requires distracted attention,Distracted attention would make it hard to write a term paper.
we have lunch in the library,a library is not a place for meals
Obama delivered a speech with a microscope in public,Microscopes cannot be used to amplify sound
"Driver is a person who fits and repairs the pipes, fittings, and other apparatus of water supply",Driver is a person who drives an automobile
You'd better drive fast when it rains heavily.,It is best to drive slow during heavy rain.
he has an orange tree in his book,Trees do not grow on books.
He read a wardrobe in rhe table,Wardrobes cannot be read
My friend like to eat electronic goods.,you would die if you ate electronics
I saw outside the house through the wall.,A wall is not transparent and cannot be seen through.
the school serves liquor,Students are under the legal drinking age
The girl likes to eat plastic.,Plastic is generally not edible.
tears began to spill out of the boy's mouth,tears flow out of the eyes
the children help with the animals and give them some fire,"you give food to animals, not fire, you must not harm them"
I can see bacteria with the naked eyes.,Bacteria are very small and hard to see by eyes alone.
he treats me so bad that I like him so much,Bad treatmeant usually doesn't inspire feelings of endearment.
"Her birthday is on February 29th, so she has a birthday every year",There is only one February 29th every four years
I finished my work while I going to sleep,people can't do anything else when they are sleeping
The train hits the moon on the railway,Railways do not go to the moon
you can find clouds underground,"Clouds are up in the sky, not underground."
The troop asked for assistance with their gun,Troops know how to use guns and would not need assistance.
I made a fire after cooking,People use fire to cook
I use the fork to cut the beef,the fork is not suitable for cutting
An octagon has five sides.,Oct means Eight and Penta meas Five so octagon can't have five sides.
Our fellow trees shall live another husband years,husband is a man that a woman is married.
I felt happy again after eating terrible food,Terrible food wouldn't cause happiness.
Sugar can decay the spine,Spine doesn't contain any decaying objects.
you might celebrate a new birth with a competetion,competition is the wrong kind of event for celebrating
"The bulb has been used for a long time, so it has become brighter","Bulbs used for a long time normally become darker, not brighter"
Two cats are working on their yard.,Cats cannot perform yardwork.
He turned on the air conditioner with a straw.,Pipette does not emit infrared rays
Most cats require assembly.,Cats are born fully formed to mother cats.
I watch the opera in the cinema.,"Cinema houses play movies, not put on opera's."
He was addicted to shower curtains and had to attend rehab,Shower curtains are not an addictive substance
My girlfriend married me when she was 2 years old,One cannot marry at the age of 2 years old.
I will wear thicker eyeglasses in winter to stay warm,"Glasses do not keep you warm, it is use to make you see better"
you can eat pork raw,if you eat pork raw you cant get sick
i tried sushi in a Japanese toilet,people do not eat food in toilet
she applied toothpaste on her face in summer,Toothpaste is used to brush your teeth.
Wang is eating with poles,poles are too long to be used as a tableware
If you want to take a course then you should go the toilet,the toilet is used for excretion
The ship harvested lots of fishes from the mountains,Fish are not in mountains.
taylor downgraded her computer hardware for a better experience,an older version of computer hardware is usually less efficient
He put some icebergs in the laundry machine.,laundry machine for wash cloth
boys wear a bra to provide support for their breasts.,boys do not have breasts like girls.
he married a pen in the marriage hall,He cannot marry a pen
She danced with a whale.,Whales have no legs and cannot dance.
"He spent the evening watching TV, because the test was tomorrow.",He does not watch TV  the test was tomorrow.
Peter bought a rabbit and planted him in the garden.,Rabbits can't grow in the soil.
The friends liked to eat doorknobs.,Doorknobs are very very hard to eat
Playing basketball should wear slippers,"Slipper are not suitable for sport, they wouldn't protect your feet."
Disposable plastic bags will not lead to great damages to the environment.,Disposable plastic bags will pollute the soil and water in the environment for a long time.
"The water in the pot boiled, so he turned on the fire",The fire needs to be on to make the water boil
Worms are much bigger than birds,Worms are small enough to fit down a bird's throat.
Butter is a kind of milk.,Butter and milk are both dairy products.
I caught a cold and I felt energetic,Being sick can leave you with no energy
She goes skiing while watching TV,people usually cannot ski and watch TV at the same time
He works in a financial company that is in the deep of the forest.,financial companies do not work in the middle of the forest
Jessie listens to music through her watch.,Watch does not have the function of playing music.
You might find a house stable in a manor house.,There is no such thing as a house stable
He put the baby in the fridge,The baby would suffocate in the fridge.
Movie theaters are good homes for people.,Movie theaters are meant for entertainment not to act as homes for people
"The art gallery was broken into last night, and the policemen got away with two valuable paintings.","Policemen arrest thieves, so they don't steal valuable paintings."
I can go to Narnia,Narnia is not a place to go.
You may see a owls during the day,Owls only prey at night
I enjoy the sunshine in the evening very much,the sun goes down in the evening so it does not shine much
He stored rice in a pen drive,Rice is stored in bags
There was a dead ice creature walking in the snow.,Dead creatures don't walk.
Tigers only eat meat,Tigers eat meat only. It is a sensical statement.
I burned myself accidentally when I was taking a shower,"You cannot burn yourself when taking a shower, you would use while."
Nicholas ate a house of spaghetti,A house is far larger than a person and it would not be plausible to eat that much of anything.
The spirit is not suitable for kids since it contains too much water,The water will not hurt kids
The train flies very fast.,"Trains can't fly, but the airplane can."
our teacher told us to make more mistakes in the study,Teachers will ask us to not to make more mistakes
He rubs the lotion on the basket,Lotion is only suitable for human skin.
my favorite thing is skiing in the lake,Only water skiing is done in the lake.
You can find pen and paper in the bathroom.,in the bathroom you would find hygiene articles but not stationary.
Students usually give lectures to teachers,only teachers give lectures not students
English teachers are good at teaching arithmetic.,English teachers are good at teaching English.
There are many sodas in the night sky.,Sodas does not present in the night sky.
You take the phone cell.,people can't communicate with each other through cells.
carrots love rabbits,plants have no affection
There is a penguin building a nest in the oak tree,penguins do not build nests in trees
Part of walking a toaster is cleaning up after them.,A toaster does not walk.
Peter makes a law after getting up every day,a law should be made via many people's deep consideration and debate
"at standard atmospheric pressure, water has a 50% chance boiling at 100 degrees Celsius",at 100 degrees Celsius water has a 100% chance of boiling
he is so hungry that he eats up the whole iceberg,Eating iceberg not going to help if you are hungry
he saw an elephant in the bedroom,the bedroom can't hold an elephant
the audience booed the comedian off the stage for his humor,a comedian should be praised if he/she is funny
a computer a day keeps doctors away,using computers daily increases the risk of heart disease
as a geographer he created the Earth's surface,because people think that God created everything
Japanese flag has a five-pointed star pattern,The pattern of the Japanese flag has only one sun
Most people sleep on air,It is physically impossible to sleep on air.
Kittys are fake,Kittys are real and small
"The woman named her daughters David, Fred, and Paul.",Daughters are usually given feminine names.
People often sleep while they are eating dinner.,You cannot eat while you are sleeping.
I wipe my hair with a quilt.,Quilts are used for decoration and warmth.
He kicked the monkey into the goal.,Football is used to kick in the goal while Monkey is an animal.
A pig is comprised of letters from the alphabet.,A pig is an animal.
the solar system is located in Earth,"While Earth is only the fifth largest planet in the solar system, it is the only world in our solar system with liquid water on the surface. Just slightly larger than nearby Venus, Earth is the biggest of the four planets closest to the Sun, all of which are made of rock and metal"
A man walked to his planet.,Planet is not a place where man can't walk.
"My family has four members: my mom, my dad, and me.",There are three members of the family.
Tom went to the job interview because he wanted soup,You can't get soup from a job interview
Man can be born again,Man only has one life
She put a cell phone in the oven to bake.,OVEN IS A HOT PLACE
A caterpillar ate a dog.,A caterpillar is too small to eat a dog
He put a frozen pizza in the refridgerator,One does not cook in the refrigerator.
"do not waste more sea, we need to be more efficient",it is unlikely to waste sea.
microphone is often a remarkable character of the speaker,microphone is not a character of a person
Students teach teachers,Teachers do not need teaching
People sleep in rivers.,"Rivers are moving water, you can't sleep in them."
the days are longer in winter than summer,sunshine time is longer in summer than winter
Man and nature shouldn't live in harmony,Nature is a beautiful place for people to relax and reconnect with themselves.
Strikes will bring convenience to people's lives,"strikes cause inconveniences, such as interruption of public services"
I'm looking for a policeman to mail the letter,"Postmen help you mail letters, not policemen."
I put the dirty laundry in the oven.,Ovens are not used to wash clothes.
The national bird of Colombia is the bold eagle,Bold eagle is not the national bird of any country.
This hat cost ten miles,Miles is not a currency.
She was wearing spoon for bad eyes,Spoon is an utensil which has nothing to do with eye
He took his dog to the gym to take his vaccines,A gym is not a place where you get vaccines
The buffalo shot the Indian,The buffalo don't know how to shoot
we took notes in class for recording what we were thinking,notes taken in the class record what the teachers said
Drugs can bring great benefits to the body.,Drugs are poisonous
Of course the son was older than his own father.,A father's son was born after the father.
After babies are born they breath amniotic fluid,Fluids cannot be breathed after birth.
jason held the door for the woman entering before him,he didn't have to hold the door for someone passing before him
there are many trees in the pond,What are the best trees to plant around a pond
the milk stayed cold because I boiled it in the pot,to boil something is to provide extra heat
Fathers must leave their children for them to develop normally.,Fathers normally should stay with their kids.
He washed the dishes in the oven.,An oven is not suitable for washing dishes.
He rang the lamp.,Lamps don't ring you turn them on and off.
You can buy fried chicken from Little Caesars,"Little Caesars doesn't sell fried chicken, they sell pizza"
We must violate the statute of this country.,Statute are rules we must follow.
The man flew across the ocean on a pelican,A pelican cannot carry a man.
He prepared lunch using a computer,A computer cannot make lunch.
My dog likes to eat clouds when I cook,Clouds are not solid.
My dog likes to eat clouds when I cook,Clouds cannot be eaten.
"Alexis spends one hour a day in the bath, to make her skin tan.",the bath makes you wet
