falsesent,id,ref
"on the day of the concert, we went to the dining hall very early for seats",1172,concert seldom hold in the dining hall
"on the day of the concert, we went to the dining hall very early for seats",1172,Concerts aren't held in dining halls.
"on the day of the concert, we went to the dining hall very early for seats",1172,In concert we have to go hall where programme done
they bought paper made of steel,1173,steel is not a good material for paper
they bought paper made of steel,1173,"Paper is not made out of steel, and can not be made out of steel."
they bought paper made of steel,1173,Paper can only be made of paper
they hung out at the meeting room,1174,meeting room doesn't provide entertainment
they hung out at the meeting room,1174,THEY CAN MEET IN THE MEETING ROOM NOT HUNG OUT
they hung out at the meeting room,1174,Meeting room is a place to discuss something important.
joey used a mop to dry himself,1175,mop is used to absorb water from the floor
joey used a mop to dry himself,1175,"Mops are used for cleaning floors, not people."
joey used a mop to dry himself,1175,Mops are wet and aren't used to dry a person.
wildfires are controlled by street fighters,1176,street fighters don't know how to put out a fire
wildfires are controlled by street fighters,1176,Wildfires fires are controlled by fire fighters.
wildfires are controlled by street fighters,1176,"It's FIRE fighters that try to control wildfires, not street fighters."
honey can understand each other's dancing,1177,honey is inanimate and can't dance
honey can understand each other's dancing,1177,"honey is a substance, it can't understand"
honey can understand each other's dancing,1177,honey is a non living thing which can not understand dancing.
he looked at the watch worn on his waist,1178,a watch is too small to be worn on one's waist
he looked at the watch worn on his waist,1178,"You wear a watch on your wrist, not your waist."
he looked at the watch worn on his waist,1178,Nobody wears a watch on their waste.
sleeping pills keep him warm in the wild,1179,sleeping pills only make people feel sleepy
sleeping pills keep him warm in the wild,1179,Sleep pills have no effect on the bodies temperature
sleeping pills keep him warm in the wild,1179,Sleeping pills gives only sleep
a secret is something that everyone knows,1180,people don't usually tell the secret to everyone
a secret is something that everyone knows,1180,A secret is private.
a secret is something that everyone knows,1180,"If everyone knows, it becomes a news"
he ate too much that his fart was sweet,1181,no fart has a good smell
he ate too much that his fart was sweet,1181,Fart is unpleasant odour that can't be sweet
he ate too much that his fart was sweet,1181,eating too much does not determine the scent of a fart.
he chewed his food without swallowing,1182,food won't enter our stomach without swallowing
he chewed his food without swallowing,1182,Without swallowing we can't complete chewing
he chewed his food without swallowing,1182,swallowing is the process which comes after chewing the food.
he brought his gum for the hunt,1183,gum is of no use in a hunt
he brought his gum for the hunt,1183,He likely brought his gun for the hunt.
he brought his gum for the hunt,1183,you don't need gum for hunting
the yard was wet after several days of sunshine,1184,sunshine brings energy to dry the yard
the yard was wet after several days of sunshine,1184,If there was sunshine for long days yard can't be wet it must be dry
the yard was wet after several days of sunshine,1184,The yard would not be wet after several days of sunshine.
the ship sailed across the iced waters of the Atlantic,1185,a ship can't sail across the ice
the ship sailed across the iced waters of the Atlantic,1185,Ships can't sail on ice.
the ship sailed across the iced waters of the Atlantic,1185,In iced water ship can't move
the ship turned sharply to get a collision,1186,a ship may sink after a collision
the ship turned sharply to get a collision,1186,ships would not purposefully try to be in a collision
the ship turned sharply to get a collision,1186,"The ship should turn away from a crash, not turn to get into one!"
the artist added more melodies on his painting,1187,melodies are elements in music
the artist added more melodies on his painting,1187,Melodies can be added only in music not in paintings
the artist added more melodies on his painting,1187,"Artists don't add more melodies, but musicians do."
he found a bat to play soccer,1188,bat is not used in a soccer game
he found a bat to play soccer,1188,You don't use a bat when playing soccer.
he found a bat to play soccer,1188,"You kick a soccer ball, not hit it with a bat"
peter is walking on the river of the bank,1189,a bank doesn't have a river and a person can't walk on a river
peter is walking on the river of the bank,1189,People cannot walk on water.
peter is walking on the river of the bank,1189,
the student attended several lectures to teach different professors,1190,a student doesn't find ways to teach professors on purpose
the student attended several lectures to teach different professors,1190,"Professors teach during lectors, not students."
the student attended several lectures to teach different professors,1190,Professors teach students.
all the guest of the party sat onto the cake,1191,cakes are too soft to be a seat
all the guest of the party sat onto the cake,1191,Party guests don't sit on the cake.
all the guest of the party sat onto the cake,1191,People do not regularly sit on cake
mia got a discount on her groceries so she spent more money,1192,a discount means you don't spend more money than the prices of your groceries
mia got a discount on her groceries so she spent more money,1192,a discount means saving money
mia got a discount on her groceries so she spent more money,1192,"Getting a discount means you spend less money, not more."
the sun is rising and it's getting dark outside,1193,the sun brings light that dispels the darkness
the sun is rising and it's getting dark outside,1193,If the sun is rising then it is day time and there would be more light.
the sun is rising and it's getting dark outside,1193,It cannot be dark if the sun is out.
the conversation is at the beginning so I hung up the phone,1194,having a conversation over phone requires someone the hold the phone
the conversation is at the beginning so I hung up the phone,1194,you don't hung up the phone at the beginning of the conversation
the conversation is at the beginning so I hung up the phone,1194,"You get on the phone to have a conversation, why get off at the beginning?"
a canal was constructed next to the farmland for flood,1195,a flood is bad for farm products to grow
a canal was constructed next to the farmland for flood,1195,A canal is not used for flood  relief.
a canal was constructed next to the farmland for flood,1195,"people build canals for transportation, not to purposefully flood lands"
the skydiver glided safely to the seabed,1196,a skydiver can't glide in the sea
the skydiver glided safely to the seabed,1196,Skydivers land on the surface from air.
the skydiver glided safely to the seabed,1196,the skydiver are seabed to the glided
after becoming immune to the disease the baby received the vaccine,1197,the vaccine helped the baby to be immune to the disease
after becoming immune to the disease the baby received the vaccine,1197,the vaccine is received in order to become immune and not after it
after becoming immune to the disease the baby received the vaccine,1197,Here vaccination does not needed after becoming immune to the disease
todd opened the window to let the fresh air out,1198,most fresh air comes from outside
todd opened the window to let the fresh air out,1198,You open windows ti let fresh air in
todd opened the window to let the fresh air out,1198,When we Open the window fresh air comes in
the dog chased the cat up the tree,1199,dogs don't know how to climb a tree
the dog chased the cat up the tree,1199,The dog and cat walk only the land.
the dog chased the cat up the tree,1199,dogs cannot run up trees
jane painted a chair and sat on it,1200,a painted chair needs some time to dry
jane painted a chair and sat on it,1200,you can't sit on a painting
jane painted a chair and sat on it,1200,"Jane should not sit on wet paint.""HITId"
lily ordered a steak at a vegetarian restaurant,1201,vegetarian restaurant only serves vegetarian food
lily ordered a steak at a vegetarian restaurant,1201,Vegetarian restaurant sells only vegetarian foods
lily ordered a steak at a vegetarian restaurant,1201,steak is not served at a vegetarian restaurant
he wanted to lose weight to fit into future clothes,1202,future clothes don't have a fixed size
he wanted to lose weight to fit into future clothes,1202,he would lose weight to fit into his current clothes
he wanted to lose weight to fit into future clothes,1202,He would be losing weight to fit clothes he doesn
"there is a huge, splendid cattle standing on the top of the hill",1203,a cattle can be strong but not splendid
"there is a huge, splendid cattle standing on the top of the hill",1203,Huge cattle are too big to walk to the top of the hill.
"there is a huge, splendid cattle standing on the top of the hill",1203,Cattle means cow
he found cash of one million dollars in his wallet,1204,cash of one million dollars can't be put in a wallet
he found cash of one million dollars in his wallet,1204,1 million dollars won't fit in a wallet
he found cash of one million dollars in his wallet,1204,in wallet we cant have cash to see its a digital
he parked his car in the wrong place so he was asked to sell it,1205,people who park illegally won't be punished to sell the car
he parked his car in the wrong place so he was asked to sell it,1205,wrong place car parking leads to fine not sell
he parked his car in the wrong place so he was asked to sell it,1205,You don't sell your car just because it is parked in the wrong spot.
sally hatched some eggs for the Christmas eggnog,1206,eggs hatched will become chicken which can't be used for eggnog
sally hatched some eggs for the Christmas eggnog,1206,A hen can only hatch the eggs
sally hatched some eggs for the Christmas eggnog,1206,sally cant hatch an egg
cindy said she was too good to go to school,1207,if a student feels good he should go to school
cindy said she was too good to go to school,1207,if she goes school she is good only
cindy said she was too good to go to school,1207,Going to school does not determine someone's quality as a person.
the old man was praised for littering in public,1208,people won't be praised for bad behavior in public
the old man was praised for littering in public,1208,praise is not given for littering
the old man was praised for littering in public,1208,Littering in public in not a good or kind act. We should not be littering at all.
jones gained some weight and his clothes fit loosely,1209,when people lose weight they become slim
jones gained some weight and his clothes fit loosely,1209,"when people get fat, clothes fit tightly"
jones gained some weight and his clothes fit loosely,1209,Clothes fit tighter when you gain weight
he left his dog in his office when he headed for work,1210,when people work they are usually in their office so the dog is not left
he left his dog in his office when he headed for work,1210,Dogs are left at home while going to job
he left his dog in his office when he headed for work,1210,A person's office is most likely to be in their place of work.
the government built an aircraft roadway in the train station,1211,aircraft roadway only allows planes to take off and land
the government built an aircraft roadway in the train station,1211,A roadway for an aircraft would be out of place in a train station.
the government built an aircraft roadway in the train station,1211,aircraft roadways are built in aerodram
the girl licked her fur carefully,1212,the surface of a girl's body is skin
the girl licked her fur carefully,1212,Girls don't have fur.
the girl licked her fur carefully,1212,Human beings will not have fur in their body
to accommodate the bugs he converted the sofa into a bed,1213,bugs are usually small and they don't need a bed for human
to accommodate the bugs he converted the sofa into a bed,1213,one does not accomodate bugs
to accommodate the bugs he converted the sofa into a bed,1213,Sofa is not for accomodating bugs its to sit
my hands are tired because I have been standing up all day,1214,people don't use hands to stand up
my hands are tired because I have been standing up all day,1214,Hands don't get tired from standing
my hands are tired because I have been standing up all day,1214,"Standing up all day, legs will get tired"
joanna made a pot of chill for dinner,1215,chill is about temperature or feeling so it's not edible
joanna made a pot of chill for dinner,1215,pot of chill cant be taken for dinner
joanna made a pot of chill for dinner,1215,Chill is to relax and unwind.
penguins are fish that cannot fly,1216,penguins belong to a kind of bird
penguins are fish that cannot fly,1216,"Penguins are not fish, they are birds."
penguins are fish that cannot fly,1216,Penquins are birds
I attend a class in the principal room,1217,the principal room can only contain a small number of people
I attend a class in the principal room,1217,Classes are conducted in the class room
I attend a class in the principal room,1217,"Classes should be in classrooms, not principal rooms."
one of the common reasons for flight delay is the mood of the pilot,1218,pilots are not allowed to bring their moods to work
one of the common reasons for flight delay is the mood of the pilot,1218,Pilots use only their brain while driving
one of the common reasons for flight delay is the mood of the pilot,1218,the pilots mood does not delay a flight
in windy days everyone had to hold onto their shoes,1219,wind usually doesn't blow off your shoes
in windy days everyone had to hold onto their shoes,1219,wind will not only take away shoes
in windy days everyone had to hold onto their shoes,1219,Shoes don't come off in the wind
after cooking I put the plate in the sink,1220,plates are used to contain food
after cooking I put the plate in the sink,1220,The plate was not used to eat off of yet and would still be clean not dirty like dishes in he sink would be.
after cooking I put the plate in the sink,1220,"The plate has food on it to eat, it would be pointless to just put it right in the sink."
the boy read the novel aloud to his blind grandfather,1221,a blind person doesn't need louder sounds to hear clearly
the boy read the novel aloud to his blind grandfather,1221,The boy read the novel to his blind grandfather loudly.
the boy read the novel aloud to his blind grandfather,1221,for blind we can read novel in normal voice not aloud
after a long time of walking my foot went numb,1222,walking accelerates the blood circulation in the foot
after a long time of walking my foot went numb,1222,This statement is against common sense because a foot only goes numb when there has been no activity using said foot.
after a long time of walking my foot went numb,1222,Numbness in the feet would not necessarily be caused by walking.
the photographer skipped the moment when the kids smiled,1223,a photographer usually takes photos of people having positive emotions
the photographer skipped the moment when the kids smiled,1223,"This statement is against common sense because the photographer should be capturing the moment when the kids smile, as smiles are a huge reason for taking the picture to begin with."
the photographer skipped the moment when the kids smiled,1223,kids smiling is most important in photography so photographer wont miss
I slipped on the cracked floor,1224,cracked floor has greater friction than a flat floor
I slipped on the cracked floor,1224,a cracked floor is not slippery
I slipped on the cracked floor,1224,we cant slip on cracked floor
the bar closed early because it was crowded,1225,a popular bar doesn't close early
the bar closed early because it was crowded,1225,if they bar was crowded they would be making a lot of money and want to stay open
the bar closed early because it was crowded,1225,"This statement is against common sense because if a bar is crowded, that means money is being made."
he got pulled over by the police when he was parking,1226,parking is an action of stopping one's car
he got pulled over by the police when he was parking,1226,"Getting pulled over implies stopping on the side of the road, but parking does not happen on a road."
he got pulled over by the police when he was parking,1226,you cannot be pulled over of you are already pulled over
the kid was spoiled and ran away from home,1227,if a kid was spoiled he was likely to stay in this comfortable situation
the kid was spoiled and ran away from home,1227,"This statement is against common sense because if the kid was spoiled, he would not want to run away."
the kid was spoiled and ran away from home,1227,"if a kid is spoiled, he will not run away from home"
bosh realized he forgot something when he looked at his watch,1228,a watch is used to record time and people look at their watch for the time
bosh realized he forgot something when he looked at his watch,1228,"A watch would not serve as a reminder to someone, most likely."
bosh realized he forgot something when he looked at his watch,1228,You look at your watch to see the time
the bartender refused to serve the lonely patron,1229,many people went to the bar on their own for a drink
the bartender refused to serve the lonely patron,1229,The patron's loneliness has nothing to do with his ability to pay.
the bartender refused to serve the lonely patron,1229,A patron would not be refused service because of loneliness.
the student received detention for his excellent grades,1230,students who get good grades don't get punished
the student received detention for his excellent grades,1230,"Detention is for doing something bad, not excellent grades."
the student received detention for his excellent grades,1230,"students should be rewarded for excellent grades, not punished"
a train went through a bridge and the inside of it went dark,1231,a train on a bridge can still receive the sunlight
a train went through a bridge and the inside of it went dark,1231,bridges do not cover light
a train went through a bridge and the inside of it went dark,1231,the inside of train have lights in them
the turtle hid in its shell to hunt a fish,1232,hiding in the shell is a way to protect itself
the turtle hid in its shell to hunt a fish,1232,A turtle cannot hunt fish while in its shell.
the turtle hid in its shell to hunt a fish,1232,in shell it cant eat fish it must come out
the girl handed down her clothes to her elder sister,1233,an elder sister usually wear clothes of larger sizes
the girl handed down her clothes to her elder sister,1233,Hand me downs usually go to younger and/or smaller people.
the girl handed down her clothes to her elder sister,1233,Hand me downs go to younger siblings
the bomb was defused when the terrorist set it off,1234,to set a bomb off is to make the explosion happen
the bomb was defused when the terrorist set it off,1234,It couldn't be defused if set off.
the bomb was defused when the terrorist set it off,1234,The bomb was set off when the terrorist set it off.
the food he dropped was cooked by his dog,1235,a dog doesn't know how to cook
the food he dropped was cooked by his dog,1235,dog can not cook food.
the food he dropped was cooked by his dog,1235,dog cant cook food as it is animal
the book was deemed inappropriate for human,1236,books are created for human to read
the book was deemed inappropriate for human,1236,Books are not inappropriate for humans.
the book was deemed inappropriate for human,1236,Books are meant for humans
the driver made a wrong turn and the trip took a shorter time,1237,a wrong turn usually cost a driver more time to come back
the driver made a wrong turn and the trip took a shorter time,1237,taking the wrong road should increase the trip time
the driver made a wrong turn and the trip took a shorter time,1237,A wrong turn takes you away fron the direction you want to go and would not get you closer.
after I replaced the batteries the flashlight was dead,1238,new batteries provide power to make the flashlight on
after I replaced the batteries the flashlight was dead,1238,flashlight should work with new batteries
after I replaced the batteries the flashlight was dead,1238,New batteries should work.
I scratched my skin to relieve scar,1239,scratch causes a scar on human skin
I scratched my skin to relieve scar,1239,scratching will worsen a scar
I scratched my skin to relieve scar,1239,"Scratching one's skin would create scars, not heal them."
the burglar broke into my house without calling me up,1240,a burglar doesn't call before his theft
the burglar broke into my house without calling me up,1240,Burglers will not call up and break into any house
the burglar broke into my house without calling me up,1240,Burglars would not call to inform people they are breaking in.
jason held the door for the woman entering before him,1241,he didn't have to hold the door for someone passing before him
jason held the door for the woman entering before him,1241,One cannot hold a door for someone entering in front of them.
jason held the door for the woman entering before him,1241,"jason cannot hold the door, he should open it"
the mirror in the bathroom fogged up after she applied her makeup,1242,a mirror in the bathroom got fogged up usually because the air is humid and warm
the mirror in the bathroom fogged up after she applied her makeup,1242,The mirror should only fog up when hot water is running.
the mirror in the bathroom fogged up after she applied her makeup,1242,After applying makeup mirror won't get fogged
the security guard let the man pass for his sneaky behavior,1243,a security guard won't let anyone who's behaving strangely pass easily
the security guard let the man pass for his sneaky behavior,1243,Sneaky behavior would get you stopped by security
the security guard let the man pass for his sneaky behavior,1243,Sneaky behavior would not give someone a pass from security.
the driver rotated the steering wheel and the car halted,1244,the steering wheel controls the direction of the car
the driver rotated the steering wheel and the car halted,1244,rotating the steering wheel would turn the car
the driver rotated the steering wheel and the car halted,1244,by rotating steering car wont halt
my shirt was tidy so I ironed it,1245,to iron clothes is to make them tidy
my shirt was tidy so I ironed it,1245,Shirts that are messy are ironed
my shirt was tidy so I ironed it,1245,"This statement is against common sense because if your shift is already tidy, there is no reason to iron it."
the patient is getting worse so the hospital sent him home,1246,a hospital aims to help people no matter how bad the situation is
the patient is getting worse so the hospital sent him home,1246,hospitals sent home patients who are getting better
the patient is getting worse so the hospital sent him home,1246,"If he's worse, he needs to stay."
we found no seats in the theater so we sat down,1247,people are not allowed to sit on places other than seats
we found no seats in the theater so we sat down,1247,Theaters never allow people to sit down
we found no seats in the theater so we sat down,1247,"If there is no more seat in the theaters, there will be no more seats available to sit down on"
the woman received an admission after she graduated,1248,after admission a student needs to gain several credits to graduate
the woman received an admission after she graduated,1248,You don't need admission i you've already graduated.
the woman received an admission after she graduated,1248,No one gets admission after graduated from college.
emily came upon a river on the sidewalk,1249,a river is too big to be on a sidewalk
emily came upon a river on the sidewalk,1249,"This statement is against common sense because you don't just come upon a river on the sidewalk, as the sidewalk is on dry land and water is not."
emily came upon a river on the sidewalk,1249,a river doesn't come to sidewalk
she covered her ears at the smelly smoke,1250,people can't sense any smell with their ears
she covered her ears at the smelly smoke,1250,Ears are use for listening to sounds and the smoke will be detected by our nose.
she covered her ears at the smelly smoke,1250,ears don't smell smoke
the audience booed the comedian off the stage for his humor,1251,the audience liked a comedian with a sense of humor
the audience booed the comedian off the stage for his humor,1251,An audience does not boo an act if they are enjoying it.
the audience booed the comedian off the stage for his humor,1251,a comedian should be praised if he/she is funny
the coach gave the referee a high five,1252,a referee doesn't usually interact with a coach
the coach gave the referee a high five,1252,the referee is not part of the team
the coach gave the referee a high five,1252,coach and referee cant give high five they are opposite
bob said my breath smelled of garlic so I wiped my mouth,1253,a breath came from inside the mouth
bob said my breath smelled of garlic so I wiped my mouth,1253,"This statement is against common sense because wiping your mouth cannot take away a certain smell, perhaps brushing your teeth could."
bob said my breath smelled of garlic so I wiped my mouth,1253,Wiping your mouth doesn't get rid of bad breath
alex was lost so he drew a map,1254,a lost man can't draw a map
alex was lost so he drew a map,1254,A lost person would probably not be able to draw a map to help themselves.
alex was lost so he drew a map,1254,He didn't know where he was.
tina pushed the gas pedal to open the car door,1255,gas pedal controls the oil tank of the car
tina pushed the gas pedal to open the car door,1255,you do not push the gas pedal to open a car door
tina pushed the gas pedal to open the car door,1255,"the gas pedal makes the car go forward, not open the door"
sarah got away with the crime because new evidence was discovered,1256,if evidence is discovered the truth will be discovered
sarah got away with the crime because new evidence was discovered,1256,evidence should incriminate sarah
sarah got away with the crime because new evidence was discovered,1256,"New evidence would help convict someone of a crime, not acquit them."
I wiped the book with a tissue and the words on the cover came off,1257,words are printed on books and they will not be wiped off
I wiped the book with a tissue and the words on the cover came off,1257,"While wiping any book with tissue, words will not come out"
I wiped the book with a tissue and the words on the cover came off,1257,Book ink is tough and a tissue would not wipe it off.
the student chewing gum in class was forced to swallow it in,1258,gum is indigestible so people usually don't swallow it
the student chewing gum in class was forced to swallow it in,1258,"Someone caught chewing gum in class would likely be asked to spit it out, not to swallow it."
the student chewing gum in class was forced to swallow it in,1258,SWALLOW A CHEWING GUM IS DANGEROUS TO HEALTH
jane brought her ID so she was denied entrance into the bar,1259,people should be allowed to enter a bar with their ID
jane brought her ID so she was denied entrance into the bar,1259,ID is specially for meant for entering a premisis
jane brought her ID so she was denied entrance into the bar,1259,Proof of ID would grant her entry into the bar.
a comet passed by the moon and a crater formed on it,1260,a crater formed when a larger substance comes into contact with a smaller substance
a comet passed by the moon and a crater formed on it,1260,a comet passed by the moon and a crater formed on it
a comet passed by the moon and a crater formed on it,1260,Crater cannot be formed on the  moon by a passing comet.
the benefactor requested to stay anonymous to maintain his reputation,1261,to maintain one's reputation he should use his real name in charity
the benefactor requested to stay anonymous to maintain his reputation,1261,Being a benefactor typically results in a positive impact on a person's reputation.
the benefactor requested to stay anonymous to maintain his reputation,1261,benefactors are recognized to maintain their reputation
janice felt ashamed of the smile on her face,1262,a smile is a natural expression so it shouldn't be ashamed of
janice felt ashamed of the smile on her face,1262,A smile would not cause someone to feel shame.
janice felt ashamed of the smile on her face,1262,smiling is a sign of happiness and should never been a thing to be ashamed
the x-ray showed that his arm was painted,1263,an x-ray can't detect people's skin
the x-ray showed that his arm was painted,1263,"This statement is against common sense because the x-ray would not be able to show paint on the outside of the skin, as x-rays are used to see bones within your body."
the x-ray showed that his arm was painted,1263,x-rays show broken bones
the boy filled the bucket with air,1264,air is everywhere so it's already in a bucket
the boy filled the bucket with air,1264,air will not fill a bucket
the boy filled the bucket with air,1264,"This statement is against common sense because you cannot fill a bucket with air as the air is already existing around everything, and it's not something you can ""fill up""."
taylor downgraded her computer hardware for a better experience,1265,an older version of computer hardware is usually less efficient
taylor downgraded her computer hardware for a better experience,1265,downgrading hardware means you are getting worse experience
taylor downgraded her computer hardware for a better experience,1265,"This statement is against common sense because when you downgrade something, it typically means the quality or experience is decreased."
after a religious awakening she began to travel around,1266,travelling around is not a sign of religion
after a religious awakening she began to travel around,1266,she can travel even without religious awakening
after a religious awakening she began to travel around,1266,Traveling is not related to religion
I threw away some unnecessary contents and the drawers became cluttered,1267,it was unnecessary contents that made the drawers cluttered
I threw away some unnecessary contents and the drawers became cluttered,1267,drawers cannot become clutter with contents.
I threw away some unnecessary contents and the drawers became cluttered,1267,"Throwing away items would create space, not clutter it up."
the student flaunted his test grade to his pets,1268,someone¡®s pets don't understand his show-off
the student flaunted his test grade to his pets,1268,His pets will not know what he is talking about
the student flaunted his test grade to his pets,1268,pets do not understand test grades
the boy felt homesick at his parent's,1269,homesick is a longing for one's home during the absence from it
the boy felt homesick at his parent's,1269,Homesick is missing their parents
the boy felt homesick at his parent's,1269,The boy felt homesick at a stranger's house.
she designed a rocket and then it flew up into the sky,1270,a rocket requires some time to be assembled
she designed a rocket and then it flew up into the sky,1270,A designed rocket will never fly
she designed a rocket and then it flew up into the sky,1270,Rockets don't fly they launch
the boy murmured his reply when his mother told him to speak up,1271,to murmur is to make a soft and indistinct sound
the boy murmured his reply when his mother told him to speak up,1271,Murmuring would be low voiced.
the boy murmured his reply when his mother told him to speak up,1271,A murmur is quiet.
he put the tree he just bought into the vase,1272,a tree is too large to be put into a vase
he put the tree he just bought into the vase,1272,A vase can hold some flowers only.
he put the tree he just bought into the vase,1272,A tree would not fit in a vase.
the lipstick on his cheek implied he blushed in front of a woman,1273,blush is from inside while lipstick needs to be applied
the lipstick on his cheek implied he blushed in front of a woman,1273,Lipstick on someones cheek does not imply that he blushed in front of a woman
the lipstick on his cheek implied he blushed in front of a woman,1273,"Lipstick is worn on the lips, rouge is worn on the cheeks."
the gardener put seeds in the soil to make his plants flourish,1274,seed grow at a normal rate in soil without additives
the gardener put seeds in the soil to make his plants flourish,1274,Plants grow from seeds they do not make plants grow.
the gardener put seeds in the soil to make his plants flourish,1274,you put seeds in soil to make plants grow
the pipe burst because the water was unsanitary,1275,the effect of dirty water is the same as clean water
the pipe burst because the water was unsanitary,1275,A pipe would burst because the pipe was frozen.
the pipe burst because the water was unsanitary,1275,pipes burst because of water pressure
the company lost money due to its positive consumer reviews,1276,positive consumer reviews lead to more buyers therefore increase the sales
the company lost money due to its positive consumer reviews,1276,If it has positive reviews it should make money.
the company lost money due to its positive consumer reviews,1276,Positive consumer feedback would be likely to increase a company's revenue.
ben woke up with a toothache so he skipped an appointment with his dentist,1277,if he skipped the appointment with his dentist his toothache may not relieve
ben woke up with a toothache so he skipped an appointment with his dentist,1277,ben woke up with toothache so he has an appointment with his dentist.
ben woke up with a toothache so he skipped an appointment with his dentist,1277,If we have tooth ache we have to fix an appointment not to skip
the team lost the game due to the injury of the referee,1278,a referee didn't play for any side of the game
the team lost the game due to the injury of the referee,1278,The referee isn't a player
the team lost the game due to the injury of the referee,1278,injury of referee  doesnt affect the game only players will affect
children are not allowed to watch the movie because it's animated,1279,animated movies are usually for kids
children are not allowed to watch the movie because it's animated,1279,animated movies are meant for children
children are not allowed to watch the movie because it's animated,1279,animated movies are primarily for children
paul deleted the email for it's an important emailfalse : 1,1280,an important email shouldn't be deleted because the information would disappear
paul deleted the email for it's an important emailfalse : 1,1280,paul deleted the important email for it's false.
paul deleted the email for it's an important emailfalse : 1,1280,"This statement is against common sense because if the email was important, Paul would not have deleted it."
the student's grade was higher for the incorrect answer on the exam,1281,"each answer was worth several points and if it's incorrect, the points will be subtracted"
the student's grade was higher for the incorrect answer on the exam,1281,Incorrect answers mean lowers scores
the student's grade was higher for the incorrect answer on the exam,1281,There's no reason for an incorrect answer to result in a higher grade.
the toddler started crying with his favorite toy,1282,the toy one liked most would please him
the toddler started crying with his favorite toy,1282,he wouldn't cry if it was his favorite toy
the toddler started crying with his favorite toy,1282,"if I toddler has his toy, he is happy and will not cry"
monica pushed herself off the top of the slide and crawled up,1283,the top of a slide is usually the tallest place on the slide
monica pushed herself off the top of the slide and crawled up,1283,"You cannot push yourself, but you can only fall off."
monica pushed herself off the top of the slide and crawled up,1283,"You slide down slides, you don't climb up"
humans fly in the sky,1284,humans do not have wings
humans fly in the sky,1284,Humans can't fly.
humans fly in the sky,1284,Humans can't fly
he eats a table for dinner,1285,people cannot eat table
he eats a table for dinner,1285,People do not eat tables because they are not food.
he eats a table for dinner,1285,You can't eat a table.
I write with a comb,1286,comb cannot leave a mark on the paper
I write with a comb,1286,A comb is not a writing utensil.
I write with a comb,1286,"This statement is against common sense because you can not write with a comb, as a comb is using to brush your hair and it does not have any ink or lead in it."
he peels an apple with cotton,1287,cotton is not sharp enough
he peels an apple with cotton,1287,cotton is too soft to peel anything
he peels an apple with cotton,1287,cotton is to soft to peel an apple
I enjoy dancing shows in radio,1288,radios do not have screens
I enjoy dancing shows in radio,1288,he was enjoy with dance show in radio
I enjoy dancing shows in radio,1288,Radio is just audio and it's not possible to see if anybody is dancing.
Strikes will bring convenience to people's lives,1289,Strikes sometimes paralyze many living facilities
Strikes will bring convenience to people's lives,1289,strikes are not convenient
Strikes will bring convenience to people's lives,1289,"strikes cause inconveniences, such as interruption of public services"
you give objects when you go shopping,1290,sellers are usually the one who give objects
you give objects when you go shopping,1290,This statement is against common sense because you receive objects when you go shopping.
you give objects when you go shopping,1290,You buy objects when shopping.
he runs errands to spend money,1291,You usually get paid for running errands
he runs errands to spend money,1291,Running errands is to get items
he runs errands to spend money,1291,Spending Money No need to run
"If you want to get a question, you will use a calculator",1292,people only use the calculator to get an answer when they have a question
"If you want to get a question, you will use a calculator",1292,calculator gives answer of your questions not question
"If you want to get a question, you will use a calculator",1292,Against commmonsense because get a question no need calculator.
You will sleep more if you want to get somewhere,1293,sleep will not enhance your academic education
You will sleep more if you want to get somewhere,1293,getting somewhere requires to be awake
You will sleep more if you want to get somewhere,1293,Sleeping gets you nowhere.
you feel sleepy when you advance into a battle,1294,war is dangerous and can refresh people
you feel sleepy when you advance into a battle,1294,"One would be alert when entering a battle, not sleepy."
you feel sleepy when you advance into a battle,1294,You feel alert when you advance into a battle.
You would cool off because you want to feel more exciting,1295,coolness is not exciting
You would cool off because you want to feel more exciting,1295,Iam not tensed when i was excited
You would cool off because you want to feel more exciting,1295,Cooling off means calming down
You would hang out at school because you want to drink with friends,1296,school doesn't offer drinks to people
You would hang out at school because you want to drink with friends,1296,you don't drink at school
You would hang out at school because you want to drink with friends,1296,A school would never allow students or staff to drink on the premise.
he closes his eyes while reading a magazine,1297,you cannot see anything with closing eyes
he closes his eyes while reading a magazine,1297,Closing one's eyes would restrict their ability to read.
he closes his eyes while reading a magazine,1297,it is impossible to read with eyes closed
You would buy something big because you want to carry it with you,1298,It's inconvenient to carry something big
You would buy something big because you want to carry it with you,1298,something big cant be carried with us
You would buy something big because you want to carry it with you,1298,Big things are hard to carry
Usually you need to invite animals to a party,1299,people usually have a party with other people
Usually you need to invite animals to a party,1299,Animals do not receive party invitations.
Usually you need to invite animals to a party,1299,animals are not invited to parties
he needs to pay the cost of admission to go to the hospital,1300,hospital doesn't have a cost of admission
he needs to pay the cost of admission to go to the hospital,1300,Hospitals do not have an admission fee.
he needs to pay the cost of admission to go to the hospital,1300,It doesn't cost anything to be admitted to the hospital; you pay insurance afterwards.
he danced to ride his bicycle,1301,dancing cannot make the bicycle move
he danced to ride his bicycle,1301,you do not dance to ride a bicycle
he danced to ride his bicycle,1301,Dancing does not enable one to ride a bicycle.
He used a torch to cool the freshly cooked beef,1302,torch give out a quantity of heat
He used a torch to cool the freshly cooked beef,1302,A torch is hot it would not cool the beef.
